검색키워드,제목,추천,비추천,작성일,작성자,본문내용,댓글입력일,댓글내용,추천/반대
,,,,,,,2021-01-02 14:12:30,정말 죽을것같습니다.. 옆집에선 사람 미어터지고 옆집에선 잘나가던 가게가 파리만 날리는현실 대체기준이 뭡니까?,0/0
탈원전,탈원전,3,3,2020-12-23 09:36:05,kakao - ***,"개인적으로 원전은 없애야 한다고 생각합니다
그러나 핵융합 기술로 매출이 나는 기업이 있고 경제적 손실이
있습니다. 그러니 인공태양 핵융합에너지 신 기술을 개발 하는 것이 좋다고 생각합니다 그러면 기존 원전 관련 기업도 핵융합 기술이 띄어나니 미래 산업을 선정 할수 있고 다시 한번 세계시장을 선도 할수 있을 것입니다.",2021-01-30 10:10:05,이번기회에 탈원전 정책에대해 전국민에게 자세하게 알려줄필요가 있습니다 특히 지금 전체원전을 당장폐쇠시키고 또한 원전전체가 가동이 중지되었다고 오해하고 불난이 일어나고 정부불신이 있는 많은사람들을위해서 현재 원전가동상황과 탈원전계획등에 대해 TV를통해 발표해서 국민들이 잘못알고있는 원전정책을 다시한번 자세히 이해시켜야합니다,0/0
탈원전,이기사 쓴 기자 누구냐,4,0,2020-12-20 08:16:15,naver - ***,"http://m.ohmynews.com/NWS_Web/Mobile/at_pg.aspx?CNTN_CD=A0002348326#cb
다른나라가 원전 운행을 멈추던 말던, 그당시 탈원전이 세계적 흐름이던 말던
원전이 값싸고 효율적인 전원이면 한국은 탈원전을 하면 안됐었다.
멍청한 사람들이 탈원전 주장하고 앉았지...
답답하다 정말",2020-12-21 11:13:55,"무능한데다 멍청하기까지 합니다그려.....원전이 위험하다면 북핵은 더욱더 위험하다. 원전은 아무리 위험하다 해도 문명의 이기이지만, 핵무기는 온전히 사람 살상용이다. 어느것이 더 위험 하겠냐? 아무리 멍청한 인간이라도 이건 판단 할거다.",0/0
,,,,,,,2020-12-20 08:17:19,"결국 영국도, 미국도 다시 원전 짓고 중국은 이미 원전 짓고있고 원전사고난 일본조차도 원전 짓고있는데 멍청멍청. 무능무능",0/0
탈원전,자동차가 사람죽인다고 차를 없애야 하는가?....원전을 유지하고 안전한 원전기술에 투자를,6,0,2020-12-18 09:31:56,facebook - ***,"강원도 산 정상을 가다보면 풍력발전소 바람개비가 설치되어 있다...
이게 친환경인가? 자연파괴라고 생각합니다.
태양 발전기를 설치한다고 산을 깍고 설치하고 있다..
태풍이 상륙하면 고장나서 전기공급은 부족해지고 전기생산은 불안정해서 전기세는 올라간다.
출처 : 결국 전기료 인상… '脫원전 고지서' 날아온다 https://www.sedaily.com/NewsView/1ZBQBUGW9Mhttps://www.sedaily.com/NewsView/1ZBQBUGW9M
4차 산업혁명은 전기를 얼마만큼 안정적으로 저렴하게 생산할 수 있는냐가 경쟁력의 핵심이 될 것이다.
원전이 폐기물과 안정성에 문제가 있는 것은 사실이지만
핵융합을 통한 인공태양 등 안정적으로 활용할 수 있는 방안을 개발에 더 많은 투자를 하는 것이
올바른 정책 방향이라고 생각한다.
자연상태에 따라 영향을 받아 전기세가 변동하는 것보다
원자력을 안정적으로 사용할 수 있도록 투자를 하는 것이 국가발전에 더 도움이 될 것이라고 생각한다.
전기세 인상... 결국 탈원전세라는 기사는 서민들에게 너무 와 닿는다..",2021-05-11 13:53:03,동의합니다,0/0
탈원전,공기업 공공기관 부채관리 좀 잘하자,4,0,2020-09-03 16:59:33,naver - ***,"공기업 공공기관 재정상태 감시를 강화해야 한다. 정부 위임에 의한 사업을 공기업 공공기관이 수행한다. 당연히 정부 정책과 다를 수 없고 시키는대로 하지 않으면 불이익을 받는 기관들이다. 그러나 정부 정책이 항상 옳은 것 만은 아니다. 그래서 정부의 정책 방향이나 목표 목적이 잘 못잡히면 모든 공기업 공공기관은 잘 못된 재정집행으로 빗더미에 눌려 쑥대밭이 된다. 공기업 공공기관 부채가 늘어난 것은 부채관리가 안 됐고 부채 증가를 당연시 여겼고 빛 걱정을 하지 않았기 때문인데 경영관리 무책임이 공기업 공공기관에 만연해 있다.
자신이 관리하고 갚아야 할 가계부채라면 신경을 더 곤두세웠을 것을 남의 일이라 생각했고 떠나면 그만이란 생각도 기관들의 부채 확장을 촉진시켰다. 정부도 관리를 안 했고 책임을 져야 한다. 고유 사업 이외에 엉뚱한 사업을 떠 맡겨 부채를 증가시켰고 정치적 이득을 위해 이런 기관들을 움직이지 않았는지 반성해야 한다. 공기업 공공기관의 부채가 521조원 이고 4년 후인 2024년 약 616조원이 될 전망이다.
지난해 국가부채가 740조원 이었다. 국가부채에는 미치지 못하지만 결국 부채에 가까운 부채고 모두 국민의 부담이다. 이 문제를 그냥 놓아두어서는 안 된다. 내년도 국가예산이 556조원이다. 그런데 공기업 공공기관의 부채가 정부 1년 예산치를 뛰어 넘었다는 것은 아무리 확장재정운영이 필요한 상황이라하더라도 바싹 부채를 관리하지 않으면 안 된다.
더구나 신재생에너지정책으로 인하여 에너지 공기업의 부채가 268%에서 305%로 수직 상승하여 크게 늘어 날 전망이고 보면 이들 기업에 대한 예산 통제나 감시의 강화가 더 필요하고 탈원전 및 탈석탄 정책의 속도를 조절할 필요가 있다고 본다. 빛도 재산이기는 하지만 국가 부채가 늘어나 국민부담이 커지고 우리들 자식들과 자손들에게 빛만 물려주는 국가가 되어서는 곤란하다. 국가 재정상황의 안정 기조는 부채의 관리에서 시작된다. 매 분기 공기업 공공기관 재정운영 상태를 평가하고 부채관리에 더욱 심혈을 기울여줄 것을 당부드린다.",,,
탈원전,대통령님 탈원전 계획을 철회 해주세요 부탁드립니다.,120,8,2020-08-26 01:37:28,naver - ***,안녕하세요 대통령님 지나가던 20대 청년입니다. 다름이 아니라 불과 2년전 대통령님께서 탈원전 계획을 실행하셨습니다. 하지만 대통령님이 추진하려는 그린 뉴딜정책은 태양광 풍력 수력이 아닌 바로 원전을 포함 시켰어야 합니다. 그 이유로는 태양광 풍력 수력은 우리나라 기후에서는 전기로 생산하여 이윤을 만들기 굉장히 어려운 구조입니다. 한전에서 미국에 190억 정도의 태양광 패널을 설치 한것으로 알고 있습니다 대통령님 하지만 그 결과는 이 190억이 수중으로 사라지기 직전이죠 그리고 탈원전 대신에 추진하신게 화력발전소를 이용하여 전기를 생산하라고 지시 하셨는데 반대로 중국에서 넘어오는 미세먼지와 우리나라에서 생산되는 미세 먼지로 인해서 불과 1년전에도 마스크를 쓰고 다녔습니다 이건 뉴딜정책이 아니라 환경을 오염시키는 부분중 하나라고 생각됩니다 대통령님 미국에서도 50년동안 원전 개발을 반대한 민주당도 결국 친환경산업이라는 것을 인정하고 친환경으로 뻗어 나가고 있는것이 바로 원전입니다. 그런데 우리나라는 세계 최고의 원전 기술을 가지고 있어도 반대로 대통령님 께서는 반대로 걷고 계시는 겁니까...? 태양광 발전기는 우리나라와 같은 기후가 아닌 사막이 많은 중동국가에서 많은 전기를 생산할 수 있고 반대로 풍력발전소는 바다연안에서 바람이 계속해서 불어오는 영국과 같은 나라에서 이윤을 생산하기 유리하다고 생각합니다 반대로 생각해볼때 우리나라가 과연 주변환경이 비슷할까요...? 아뇨 전 반대라고 봅니다 그리고 태양광 패널은 우리나라와 같이 태풍도 많이 부는 지역에는 필요한 산업이라고 생각하지 않습니다 반대로 고치는데 더 많은 돈이 들어갈 것 입니다. 태양광은 산림파괴와 패널에 떨어진 물이 토양을 오염 시킵니다 이것은 환경적일 수도 있지만 반대로 저는 환경오염이라고 생각합니다. 그래서 저는 원전을 절때로 폐지 시키면 안된다고 생각되고 원전은 적은 핵연료로 많은 양의 에너지를 만들어네고 생산하여 값싸게 이용할 수도 있고 우리나라가 반대로 전기를 팔 수 도 있습니다. 단지 영화 한편으로 인해서 나라의 중요한 산업을 망가뜨리지 말아 주십쇼 대통령님 정말 우리나라 원전은 세계최고입니다. 수주를 할 때 어느나라가 우리에게 수주를 할려고 하겠습니까? 그리고 많은 기업들이 해외에 많은 산업장을 가지고 있어야 2차전지나 배터리 산업 분야에도 많은 이윤을 가져올 수 있습니다. 제발 대통령님 부탁드립니다 탈원전은 폐지 시켜주시고 기업들이 해외에서 사업장을 차려 우리나라에 큰 밑 바탕이 될 수 있게 도와주세요 부탁드립니다. 지나가는 20대 청년이,2021-12-21 11:22:25,동의합니다,0/0
,,,,,,,2021-09-12 19:38:14,계획철회해주세요,0/0
,,,,,,,2021-09-12 19:37:49,계획철회,0/0
,,,,,,,2021-09-11 16:31:30,탈윈전 결사반대,0/0
,,,,,,,2021-07-08 20:14:08,우리에 미래인. 탄원전을 철회 하여. 주세요.,0/0
,,,,,,,2021-07-05 22:54:21,동의합니다,0/0
,,,,,,,2021-07-05 22:52:00,동의합니다,0/0
,,,,,,,2021-06-24 19:03:24,동의합니다,0/0
,,,,,,,2021-06-23 21:23:33,동의합니다,0/0
,,,,,,,2021-06-19 10:37:17,동의합니다,0/0
,,,,,,,2021-06-17 06:57:28,동의합니다,0/0
,,,,,,,2021-06-15 22:43:53,동의합니다.,0/0
,,,,,,,2021-06-15 21:44:51,동의 동의 동의,0/0
,,,,,,,2021-06-15 21:44:35,동의동의합니다,0/0
,,,,,,,2021-06-15 21:44:09,동의합니다,0/0
,,,,,,,2021-06-15 21:43:06,동의합니다,0/0
,,,,,,,2021-06-15 15:00:44,동의합니다,0/0
,,,,,,,2021-06-15 14:59:02,동의합니다,0/0
,,,,,,,2021-06-15 09:49:49,동의합니다,0/0
,,,,,,,2021-06-14 22:54:36,동의합니다,0/0
,,,,,,,2021-06-14 22:53:46,동의합니다,0/0
,,,,,,,2021-06-14 22:45:41,동의합니다,0/0
,,,,,,,2021-06-14 22:43:25,동의합니다,0/0
,,,,,,,2021-06-14 18:16:35,동의합니다,0/0
,,,,,,,2021-06-14 18:16:03,동의합니다,0/0
,,,,,,,2021-06-14 16:39:24,동의합니다,0/0
,,,,,,,2021-06-14 16:30:06,동의합니다,0/0
,,,,,,,2021-06-14 16:29:20,동의합니다,0/0
,,,,,,,2021-06-14 16:26:05,동의합니다,0/0
,,,,,,,2021-05-11 13:52:16,동의합니다,0/0
,,,,,,,2021-06-15 21:43:06,동의합니다,0/0
,,,,,,,2021-06-15 15:00:44,동의합니다,0/0
,,,,,,,2021-06-15 14:59:02,동의합니다,0/0
,,,,,,,2021-06-15 09:49:49,동의합니다,0/0
,,,,,,,2021-06-14 22:54:36,동의합니다,0/0
,,,,,,,2021-06-14 22:53:46,동의합니다,0/0
,,,,,,,2021-06-14 22:45:41,동의합니다,0/0
,,,,,,,2021-06-14 22:43:25,동의합니다,0/0
,,,,,,,2021-06-14 18:16:35,동의합니다,0/0
,,,,,,,2021-06-14 18:16:03,동의합니다,0/0
,,,,,,,2021-06-14 16:39:24,동의합니다,0/0
,,,,,,,2021-06-14 16:30:06,동의합니다,0/0
,,,,,,,2021-06-14 16:29:20,동의합니다,0/0
,,,,,,,2021-06-14 16:26:05,동의합니다,0/0
,,,,,,,2021-05-11 13:52:16,동의합니다,0/0
,,,,,,,2021-01-11 18:37:05,동의합니다,0/0
,,,,,,,2021-01-11 18:17:32,동의합니다,0/0
,,,,,,,2020-12-06 13:11:53,동의합니다~,0/0
,,,,,,,2020-11-28 01:18:45,탈원전 반대 동의합니다 반드시 탈원전정책 철회하여야 합니다,0/0
,,,,,,,2020-11-23 11:58:15,탈원전반대에 동의합니다,0/0
,,,,,,,2020-11-23 11:57:43,동의합니다,0/0
,,,,,,,2020-11-22 11:44:05,동의합니다,0/0
,,,,,,,2020-11-13 09:38:24,동의합니다.,0/0
,,,,,,,2020-11-05 13:49:52,동의합니다,0/0
,,,,,,,2020-10-24 10:56:21,동의합니다,0/0
,,,,,,,2020-10-22 01:30:24,동의합니딘,0/0
,,,,,,,2020-09-28 21:45:42,탈원전반대,0/0
,,,,,,,2020-09-19 18:04:50,탈원전 반대합니다 철회해 주세요,0/0
,,,,,,,2020-09-16 09:31:09,탈원전 반대합니다,0/0
,,,,,,,2020-09-15 20:01:29,추천합니다.,0/0
,,,,,,,2021-01-11 18:37:05,동의합니다,0/0
,,,,,,,2021-01-11 18:17:32,동의합니다,0/0
,,,,,,,2020-12-06 13:11:53,동의합니다~,0/0
,,,,,,,2020-11-28 01:18:45,탈원전 반대 동의합니다 반드시 탈원전정책 철회하여야 합니다,0/0
,,,,,,,2020-11-23 11:58:15,탈원전반대에 동의합니다,0/0
,,,,,,,2020-11-23 11:57:43,동의합니다,0/0
,,,,,,,2020-11-22 11:44:05,동의합니다,0/0
,,,,,,,2020-11-13 09:38:24,동의합니다.,0/0
,,,,,,,2020-11-05 13:49:52,동의합니다,0/0
,,,,,,,2020-10-24 10:56:21,동의합니다,0/0
,,,,,,,2020-10-22 01:30:24,동의합니딘,0/0
,,,,,,,2020-09-28 21:45:42,탈원전반대,0/0
,,,,,,,2020-09-19 18:04:50,탈원전 반대합니다 철회해 주세요,0/0
,,,,,,,2020-09-16 09:31:09,탈원전 반대합니다,0/0
,,,,,,,2020-09-15 20:01:29,추천합니다.,0/0
,,,,,,,2020-09-12 21:08:08,동의합니다,0/0
,,,,,,,2020-09-12 09:21:39,동의합니다,0/1
,,,,,,,2020-09-12 09:21:24,동의합니다,0/0
,,,,,,,2020-09-12 09:20:39,동의합니다,0/0
,,,,,,,2020-09-11 09:44:04,동의합니다,0/0
,,,,,,,2020-09-09 13:21:17,동의합니다.,0/0
,,,,,,,2020-09-09 11:13:29,동의합니다,0/0
,,,,,,,2020-09-08 22:20:17,동의합니다,0/0
,,,,,,,2020-09-08 18:10:32,동의합니다,0/0
,,,,,,,2020-09-08 02:10:11,동의합니다,0/0
,,,,,,,2020-09-07 20:08:43,탈원전은지금이 적당한때가 안닙니다,0/0
,,,,,,,2020-09-07 12:17:25,동의 합니다,0/0
,,,,,,,2020-09-07 08:46:07,동의합니다,0/0
,,,,,,,2020-09-03 22:35:24,동의합니다,0/0
,,,,,,,2020-09-03 20:16:14,동의합니다,0/0
,,,,,,,2020-09-12 21:08:08,동의합니다,0/0
,,,,,,,2020-09-12 09:21:39,동의합니다,0/1
,,,,,,,2020-09-12 09:21:24,동의합니다,0/0
,,,,,,,2020-09-12 09:20:39,동의합니다,0/0
,,,,,,,2020-09-11 09:44:04,동의합니다,0/0
,,,,,,,2020-09-09 13:21:17,동의합니다.,0/0
,,,,,,,2020-09-09 11:13:29,동의합니다,0/0
,,,,,,,2020-09-08 22:20:17,동의합니다,0/0
,,,,,,,2020-09-08 18:10:32,동의합니다,0/0
,,,,,,,2020-09-08 02:10:11,동의합니다,0/0
,,,,,,,2020-09-07 20:08:43,탈원전은지금이 적당한때가 안닙니다,0/0
,,,,,,,2020-09-07 12:17:25,동의 합니다,0/0
,,,,,,,2020-09-07 08:46:07,동의합니다,0/0
,,,,,,,2020-09-03 22:35:24,동의합니다,0/0
,,,,,,,2020-09-03 20:16:14,동의합니다,0/0
,,,,,,,2020-09-03 20:12:49,동의합니다,0/0
,,,,,,,2020-09-03 15:33:11,동의합니다.,0/0
,,,,,,,2020-09-03 14:02:53,동의합니다,0/0
,,,,,,,2020-09-02 21:14:08,동의합니다,0/0
,,,,,,,2020-09-02 18:46:10,동의합니다,0/0
,,,,,,,2020-09-02 18:44:57,동의합니다,0/0
,,,,,,,2020-09-02 16:01:40,동의합니다,0/0
,,,,,,,2020-09-01 23:58:22,동의합니다,0/0
,,,,,,,2020-09-01 20:46:42,동의합니다,0/0
,,,,,,,2020-09-01 20:44:11,동의합니다,0/0
,,,,,,,2020-09-01 15:34:39,탈원전 계획 철회를 동의합니다,0/0
,,,,,,,2020-09-01 15:29:27,탈원전 계획을 추천합니다,0/1
,,,,,,,2020-08-31 22:15:18,탈원전철회찬성,0/0
,,,,,,,2020-08-31 15:44:07,동의합니다,0/0
,,,,,,,2020-08-30 19:09:51,동의합니다,0/0
,,,,,,,2020-09-03 20:12:49,동의합니다,0/0
,,,,,,,2020-09-03 15:33:11,동의합니다.,0/0
,,,,,,,2020-09-03 14:02:53,동의합니다,0/0
,,,,,,,2020-09-02 21:14:08,동의합니다,0/0
,,,,,,,2020-09-02 18:46:10,동의합니다,0/0
,,,,,,,2020-09-02 18:44:57,동의합니다,0/0
,,,,,,,2020-09-02 16:01:40,동의합니다,0/0
,,,,,,,2020-09-01 23:58:22,동의합니다,0/0
,,,,,,,2020-09-01 20:46:42,동의합니다,0/0
,,,,,,,2020-09-01 20:44:11,동의합니다,0/0
,,,,,,,2020-09-01 15:34:39,탈원전 계획 철회를 동의합니다,0/0
,,,,,,,2020-09-01 15:29:27,탈원전 계획을 추천합니다,0/1
,,,,,,,2020-08-31 22:15:18,탈원전철회찬성,0/0
,,,,,,,2020-08-31 15:44:07,동의합니다,0/0
,,,,,,,2020-08-30 19:09:51,동의합니다,0/0
,,,,,,,2020-08-30 08:00:15,동의합니다,0/0
,,,,,,,2020-08-27 19:48:51,"전력이 풍부하고 값이 싸야 국가경쟁력이 높아지고 수출경쟁력에서 우위를 점할 수 있도록 국가가 뒷받침을 해주어야 한다 그래야 대기업도 중기업, 소기업도 원가가 낮아져서 이윤이 남고 그래야 세금도 내고 불우이웃도 돕고 다같이 웃고 잘사는 세상이 될게 아냐! 안 그래? 이건 초딩도 다 아는 것이야!",0/0
,,,,,,,2020-08-26 10:24:59,국가 에너지 정책을 단순히 영화 한편을 보고 정했다.....이건 말도 아니다..... 설마 대통령이 그랬을까? 그 밑에 쫄따구가 꼬셨으면 모를까....,0/0
,,,,,,,2020-08-26 10:05:39,일단 코로나부터 잡는게 우선일듯. 해외 어느곳이라도 갈 수 있을때 까지는 대통령께서 참고하시어 현명하게 해 주시길 바래봅니다.,0/0
탈원전,에너지 정책및 일자리 창출,2,0,2020-07-18 09:52:45,naver - ***,"요즘 어려운 사항에서 일자리에 도움을 될까 해서 글을 올리게 되었습니다..
지금 환경이나 에너지 관련부분 탈원전을 실현하는게 정부에 방침입니다.
좋은 아이디어가 있었어 올리게 되었습니다..
아디디어는: 형광등을(w와트수가 높음) ----> LED 칩등교체( w와트수가 낮은면서 밝음)
문제점 ::( 옛날긴거및둥근원형 형광등:35~75W전구 , 투명일반둥근전구: 60W 전구 높음
구분 장점
1.원자력 발전소 1기정도을 절약할수 있음
2. 원전 폐기물을 창고을 좀더 확보에 도움됨
3. 아파트 공급으로 에너지 수요와 공급을 원활하게 할수 있음
내용 4. 단기간에 일자리 창출효과및 미래에 정부에 효과적에너지정책
5. 차후 대량 전기자동차 공급 원활
6. 차후 전기료 인상을 줄일수 있음
현재 LED칩 등으로교체시 (현관센서등을 15W), (거실등은25~50w,) (공장사무실및기숙사:25W)
칩등은 낯추면서 밝고 선명하며 에너지 효과및 효율 항상이 됩니다.
총합계 :에너지 절약차이가 상당이 납니다 ( 전국적으로 따지면 엄청난 금액차이가 납니다.)
정부가 추진하는 뉴딜정책에 전기자동차에 1차적 공급에 원활하게 적용할 수 있습니다.
단점
1 많은 투자비용 발생
2. 미래에 에너지 공급에 불확식성 대책마련이 필요하게됨
3. 예산 확보에 어려운 사항이 발생할수 있는 사항
4. 미시행시 : 전력소모로 여름에 에어컨 가동으로 전국 각공장 조기
정지발생
5. 전기료 부담증가 ( 서민들 가중부담)
( 옛날길이가긴등 및둥근원형 형광등:75W전구 , 투명일반둥근현관센서전구: 60W 전구
베단다등및 기타등이 높은 수준의 등입니다.
문제점및 내용설명 : 우리나라는 옛날등을 아직 많이 사용하고 있습니다…
특히 .,관공서 보건소및 학교 , 육해공군및 정비창 공공기간에도 도로 터널, 지하비트 , 가로수등
전력을 충분히 줄이수 있는 사항이고 줄이무로써 경제적효과및 국가 제정을 안정적으로 도움이 될거라 생각됩니다.
지금 경남 창원터널에는 LED 등으로 교체하는 것을 보았습니다.. 터널안에 밝고 선명하여 안전에 도움이 되고 에너지 절약에 효과가 있을 거라 생각됩니다.
아파트 가정에서 옛날 등만 전국적으로 교체해도 원자력 발전기을 1개 줄일수 있고
아니면 공공기간만 먼저 우선 실천해도 원자력발전소를 1개 덜 지을수 있습니다.
정부가 나서서 이렇게 실천하면 led설치로 일자리가 몇년간 걸쳐
일자리가 창출하여 정부가 추진하는 방향에 도움을 될거라 생각됩니다.
아직 공장이나 공공기간에는 옛날 형광등 긴등을 사용하고 있습니다.
공장에도 250w등을 LED 칩등으로 바꾸면 에너지 효율항상이 됩니다.
매년 전기료에 정부 예산을 줄일수 있습니다.. 처음에는 설치비 때문에 돈이 들어가지만
장기적으로 보면 엄첨난 금액이 절약하게 됩니다..매년 서민들에게 부담을 줄일수 있는 정책입니다.
(((참고로 전 아파트에 살고 있지만 형광을 LED등으로 교체하였습니다 무려 30%로 관리비를 절약 할수 있었습니다. ))
(예: 평균8만원에서 55천원정도 평균으로 절약을 하였습니다.)
앞으로 전기료을 올려하는 상황을 올수 있다고 생각합니다. 이렇게 정부가 나서서 가로등을 LED칩등으로 교체만해도
전기로 인상에 서민들에게도 도움을 될거라 생각됩니다.
참고((****아파트 출입문LED칩등이15W 와 옛날 60W전구에 무려 4개차이가 납니다…**** 현관문 센서등)
아직많은 공장및 공공기간은 전구만 갈아 끼웁니다… 자체 LED 칩으로 완전교체를 요구합니다..)
아주 높은 w와트 전류를 Led칩등로 낮추면 미래에 대단지 신축 건물 아파트가 전류공급에 원활하게 공급할수 가 있습니다.
최우선으로 공공기간 및 도로에 우선 적용하면 전력소모에 효과적이라 생각됩니다.
아직 공공기간에 노후화된 곳이 시골에도 많이 있습니다.. 최우선 과제로 적용하였으면 합니다.",,,
탈원전,국산 불매운동 노코리아 가즈아~,2,2,2020-07-13 19:05:56,twitter - ***,"부동산 정책은 개판이라 강남 집값만 올라서 내집마련 안되고
한일관계 최악이라서 그전까지는 일본이 청년취업 일자리 받아줬는데 지금은 일자리 청년실업 문제가 심각하고 탈원전 한다면서 태양광으로 전국토 도배해도 미세먼지는 안없어진다. 비리 저질러서 걸리고 부조리로 걸리면 무조건 제집 식구마냥 감싸주고 이럴때마다 한국산 불매운동이 시급하다.
반일충 대깨문들이 반일불매 했다면 우리는 반대로 한국불매운동하고, 한국산 안쓸겁니다. 부정선거 밝혀지기 전까지는 한국산 불매운동하렵니다",2020-07-14 22:15:46,태양광 정말 꼴보기 싫고 흉물스러워 시골집에선 송전탑 우사 무덤 태양광 있으면 집 안산다,0/0
탈원전,대통령도 가짜~ 국회의원들도 가짜,1,0,2020-06-07 18:37:15,facebook - ***,"가짜공화국입니다
중국공산당 화웨이 시스템 원격 조작질,
단순 투표지분류기를 가장한
무선 인터넷 연결 칩이 내장된 선관위의
전자개표조작으로 당선된 가짜
국회의원 나부랭이들
대통령도 가짜
청와대와
국회의사당은 중국공산당에 의하여
당선된 가짜 들이 시진핑과 김정은 눈치보며
시키는대로 다하며 나라를 거덜내고
있습니다
탈원전도, 천문학적인 국가 빚 증가도
모두 시진핑이가 시킨일입니다
우한폐렴을 교묘히 이용해서
교회 죽이기와 비판세력 죽이기에
사용중입니다
언제쯤 이 모든 것이 끋장나고
악의 잔당들이 제거되는 반전이
일어날까요?
곧, 조만간입니다",,,
탈원전,탈원전 대체에너지(신재생에너지),0,0,2020-05-17 00:04:57,naver - ***,"탈원전 대체에너지(신재생에너지)
탈원전하는 이유
1.원전 사고나면 피해감당하가 어려움
2.원전 폐기물을 안전하게 처리하는 기술이 없음
저준위.고준위할거없이(고준위 폐기물 10만년..)
계속 원전을 하면 폐기물처리비용이 감당이 안됨
탈원전을 하려면 대체에너지가 필요
지금 나오는것은 크게 2가지?
1.수소에너지(수소연료전지등)
수소에너지는 생각같이 위험한게 아니라는군
도시가스보다 상대적으로 안전하다는군
예를들면
수소차 지금 기술로
휘발유차보다 이산화탄소 배출량이 16퍼밖에 절감이 안된다
그래서 대안으로 나온게 그린수소연구
그린수소(이산화탄소 배출이 적게만드는)연구해서 생산할것인가?
다른 나라가 생산한걸 수입할것인가? 고민한다는군
수소연료전지+조선업..수소전지 선박
2.태양광발전..햇빛전지사용
(우선 태양열발전은 태양광발전이 아니다)
장점도 있고 단점도 있지만
단점을 줄여나가야겠지
설치비용도 줄여야겠고
독일하고 비교하면
독일에 비해 태양광 투자가 늦었고
그래서 태양광 기술이 상대적으로 부족해서
설치비용등이 독일보다 높은편(기타등등이유도 있지만)
한국이 독일보다 태양광 밀도는 더 높다
태양광.수소에네지 반대하는 사람도있겠지만
세계적인 추세가 태양광과 수소에너지
더 좋은게 나오면 그것이 되겠지
대체에너지 기술이 더 나아져야하고
어느정도 시간동안(에너지 부족하면 안되니까)
원전도 가동해야겠지만
점점 대체에너지 기술이 나아지면
대체에너지가 원전의 역할을 하겠지
더 좋은게 나오면 바뀔수밖에없는거다.
원전하고 석탄발전소가 줄어들겠지
원전이 앞의 두가지 문제를 해결할수있다면 모를까?
(원전사고.원전폐기물처리방법)
당장 원전.석탄발전소가 폐쇄되지않겠지만
점점 줄어들거라는거지
그 대신에 신재생에너지(수소에너지.태양광등)가 늘어날테고
LPG대신에LNG(도시가스)인것처럼?",2020-05-17 00:47:02,원전 사고 나면 무섭지.그것도 문제지만 탈원전 하고 나서 전기세 거의 두배로 올라간것 같다.둘다 문제다.그리고 탈원전 전에는 한전 흑자였는데 지금은 적자로 되었다고 들었다.그렇다고 중국에 한전 사업 중국에 넘기지 마라.적자에다 기술 유출로 큰일 난다.공기업 중국이 넘보지 못하도록 강하게 조치해라.대기업.중견기업등 도 마찬가지다.국민들 수준에 맞게 살자.,0/0
탈원전,탈원전에 대한 다른 친환경 발전 시설 제안(제안자 장현철),3,1,2020-05-09 06:13:39,naver - ***,"안녕하십니까? 광주 광역시 남구 백운동 장현철 입니다.
탈원전의 대처 방안으로서 친환경 전기 발전시설을 개인 기술 제안 드림니다.
저희가 지속적인 발전의 힘을 얻는 방안은 화력 풍력 수력 화력의 부분에서 지속적인 모터의 구동으로서 전기 발전 시설을 가동 시키는 방안이 있지만, 저는 수력의 부분에서 지적인 방안을 모색항야 하느 이유가 3면이 바다로 이루어진 지형적인 한반도의 특성상 친환경적 발전 시설은 바다를 자원으로하는 물에 있다고 봅니다.
저는 수력을 이용한 수압 발전소를 제안 드리며 국민신문고를 통해서 국방부와 방위 사업청에 기술 제안 하였으나 해킹 당하여 기술이 도용 당하기까지 하였으며 워터젯과는 달리 저의 기술은 수압을 이용한 발전 모터를 부분과 수압을 이용한 구동 기술의 보조 기술을 제안 드렸던 사항이 있습니다.
수압을 누루면 부력의 배와 같은 원리로서 한관의 시설로서 물이 밑에서 뒤로 이동하여 프로펠러를 추진 구동하여 발전의 동력을 얻는 방안의 구동력과 수압을 무개량으로 누르면 중력과 부력에 의해서 쏫구치는 원리에서 발전의 효율을 증대 시킬 수가 있습니다.
저는 대한민국 정부와 청와대에 국민의 한 사람 으로 저 장 현 철은 탈원전에 따른 친환경 발전 시스템의 수압 발전소의 건립을 제안 드림니다.",2020-05-21 03:39:19,"기술의 해킹과 도용이 국민신문고에서 심하여 제안을 취하 하였으며 수압발전소 가능합니다만 전문가 분들을 거쳐야 합니다. 수력 발전 터빈을 물속에서 돌리는 작업이며 물속 과학지식으로서 개인의 기술이지만, 물 속의 물을 이용하여 터빈을 돌리는 과정의 수압 발전 방식의 기술 입니다. 저도 전문화 기술은 숨기려 합니다. 저도 저의 일을 하여야 하기에 제안의 사항은 여기 까지 입니다. 수고 하싶시오!",0/0
