검색키워드,제목,추천,비추천,작성일,작성자,본문내용,댓글입력일,댓글내용,추천/반대
,,,,,,,2019-07-06 17:21:09,하여간 나라 망할짓만 골라서 하네. 좌파란 원래 그런거야?,0/0
원전,"중대정책을 결정하기 전에 경험많고 지혜로운 선배정치가들, 관련학자들 초빙해서 토론하여 긍정적효과와 부정적결과, 대비책을 세운후 발표하여 이번과 같은 국익에 큰 피해를 사전에 막도록 하여라 .",6,1,2019-07-06 11:04:27,naver - ***,"문재인이 같은 우둔한 사람은 여러모로 너무 무지하여 일을 벌렸다면 모두 국가에 엄청난 피해를 준다
머리 좋고 경험 많은 선배정치가들, 관련 학자들을 두루 모시고 토론을 하여 극정적효과와 부정적 결과, 그 정책을 시행했을때 대비책을 세운후 시행했으면 오늘날과 같은 국가에 막대한 재난은 초래하지 않았을것이다.
이번 일본 문제도 그렇다. 오랜 옛날 한일 협정때 이미 양국간에 협의해 끝난일인데 그때 선배들이 체결한 합의 사항을 깨고 다시 뒤집어 국가에 막대한 손해를 끼치고 있지 않나? 문재인이 같은 행동을 하는 나라와는 어느나라도 협약이나 조약 같은 것 맺지 않으려 할 것이다 , 정권바뀌면 예전 체결된 협약은 무효다 라고 하면 어느 나라가 협력하겠나? 결국 세계 왕따가 된다 . 당신이 어리석고 배운게 없고 경험이 없고 투쟁만 한 사람들과 의논해 만든 정책은 다 실패했잖아.
1. 소득주도성장정책: 기업체 세금 왕창 올리고, 최제임금 2년간 29% 올리고 , 주52시간으로 노동시간 규제하니 기업체들은 살기위해 외국에 투자하여 국내 사원 모집기피하게 만들었고, 탈원전정책으로 20조원 흑자기업을 수조원 적자 기업 만들어 소액주주로 부터 형사소송 당했고 4대강 철거정책으로 농민 반대 불렀고 일자리 정부라고 외치면서 일자리 만든다고 뿌린 세금 52조원은 온데간데 없어지고 만든 일자리가 노인 일자리 뿐이고 만든일자리가 빈강의실 불끄기, 농촌폐비닐 줍기 같은 것이라고 하니 기가 찬다. 문재인 정부 밑에서는 나라가 가능성이 없다고 한국떠나는 국민이 작년 2200명이고 해외 부동산 투자도 2배로 늘었다니 부디 애국하는 심정으로 청와대를 나오 주기바란다",2019-07-07 09:31:50,과거에만 집착하고 자기만족에 빠지고 미래가 없는 이 정부가 결국 나라를 망치게 할 것이다. 미래를 위한 투자를 무조건 토목이라하거나 적폐라 하고 부정과 부패라 하며 오롯이 과거청산만이 살길이라하고 과거만 파 헤치는 십상시의 이야기를 귀 담아 듣고 내로남불의 전형으로 반성이 없는 이들은 결국 우리 국민을 불행하게 만들 것이다. 탈원전에 찬성을 했던 원자력 위원회 명단을 발표해 기리기리 보존하자.,0/0
,,,,,,,2019-07-06 12:11:08,탈북자만 이야기 할일이 아니고 탈남자도 많다는걸 인식해야 겠습니다,0/0
원전,탈원전 중단 하라는 놈들,3,6,2019-06-29 19:32:45,naver - ***,"원전으로 때돈 벌고 잇는 놈들인가 보네
- 국민이 매년 발생되는 핵 폐기물에 오염 되던 말던
자기들 돈만 많이 벌면 그만이라는 생각",2019-07-04 09:49:48,"답답한 양반이네! 자동차 사고로 죽는다고 자동차 안만드나? 지금세대에 별다른 대안이 없으므로 원전 쓰는거여! 태양열 발전 좋은건 아는데, 원전 1호기 전력생산할려면 공갈좀 보태서 부산시만큼 부지에 태양열 집열판 깔아야 됩니다. 댁같이 우매한 사람들이 좁은 소갈머리로 엉뚱한 주장을 하니, 남북 통일이 안되고 국론분열이 일어나는겁니다.",0/0
,,,,,,,2019-06-29 20:59:35,핵발전소로 인해 크게 당한 일본이 왜 탈원전 하지 않고 핵발전소를 계속 건설하고 있는가? 세계 석유 1위 미국은 왜 핵발전소를 건설하는가? 탈원전하는 독일은 주요 신문에서 그들의 탈원전 사업은 실패햇다고 하는가 생각해 보세요,0/0
,,,,,,,2019-06-29 19:45:35,* 돈에 눈먼 자들이 국민 생각하나요?,0/0
원전,문 대통령의 탈원전 기조 유지는 독재적 발상-공론화 과정을 거쳐라,18,1,2019-06-26 13:26:20,naver - ***,"문 대통령의 탈원전 기조 유지는 독재적 발상-공론화 과정을 거쳐라
주한규 서울대 교수는 '5 년짜리 정권이 백년대계 에너지 정책을 일방적으로 밀어붙였고
원전 산업 생태계는 무너지고 있다'고 말했다.(5. 28. 조선일보)
탈원전 2 년 만에 핵심 부품 기업들이 쓰러지고 있는 것으로 조사되었다.
원전 핵심 부품인 셸(shell)을 생산하는 '에스에이에스'는
기술력 국내 최고로 시장 점유율도 1 위였고 한때 300 명이 넘는 직원을 고용했는데
지금은 90 명으로 줄고 최근에는 '기업 회생 절차'를 신청했다고 한다.
'에스에이에스' 박현철 대표는 부품 사업에 30 년 넘게 몸담고 있으면서 600억 원이 넘는
설비 투자를 하고 한국 원전 산업이 세계 최고가 되는 것을 지켜봤는데 한순간 몰락할 줄은
정말 몰랐다고 했다.
지금은 중국이나 인도 업체에 팔리게 될 처지라고 한다.
중소 기업 중앙회 경남 지역 본부가 지난 2 월 지역 소재하는 85 개 원전 부품 생산
중소 기업을 대상으로 현황 조사를 한 결과 제조 기업의 85.7 %가 탈원전 정책으로
경영난에 처했다고 답했다고 한다.(5. 28. 조선일보)
정부는 지난 6. 4. '제3 차 에너지 기본 계획'을 심의, 확정했는데
2040 년까지 7.6 %인 재생 에너지 발전 비율을 35 %까지 늘린다고 한다.
그런데 원전 발전 비율은 밝히지 않고 노후 원전 수명은 연장하지 않고 새 원전 건설도
추진하지 않는 방식으로 원전을 점진적으로 감축한다면서 탈원전을 명시했다고 한다.
탈원전에 대못을 박았다.
사회적 합의도 없이 일방 통행식으로 밀어붙인 정부의 탈원전 정책은 독재적 발상이다.
최근 한국형 원자로 핵심기술이 해외로 유출됐다는 의혹에 정부가 조사에 나선 것으로 드러났다.
유출된 기술에는 원전 정상 가동 여부를 진단하는 프로그램인 ‘원자력 응용 프로그램(NAPS)’을
비롯한 한국형원자로 APR1400 관련 기술이 포함된 것으로 알려졌다.
이와 관련해 한수원 전 직원이 조사를 받고 있는 것으로도 알려졌다.
이에 한수원은 해명자료를 내고
“냅스는 기술 유출이 아니라 공식 계약에 따라 이뤄진 것”이라고 해명했다.
다른 의혹에 대해서는 조사 중이라고 밝혔지만 정부의 탈원전 기조로 인해
기술 유출이 일어난 것은 아니라고 해명했지만,
탈원전 분위기 때문에 기술자들이 살 길을 찾아 기술 유출은 하고 있지 않나
의심이 간다.
탈원전으로 퇴직한 기술자들이 다른 나라 원전 업체에 취직하는 경우가 있을 텐데
기술 유출을 막긴 어렵지 않을까 생각된다.
또 한국이 아랍에미리트(UAE)에 수출한 한국형 원전(APR-1400)의 정비 계약에서
애초 예상에서 크게 후퇴한 사실상 하도급 계약을 맺었다고 보도되었다(6. 25. 조선일보)
계약 기간도 15 년이 아닌 5 년으로 축소되고 계약 금액도 3조 원으로 달할 것을 전망했지만
총액 수주 개념이 아닌 건당 개별 계약으로 이루어져 총액 수주에 비해 형편 없는
액수가 될 것으로 전망했다.(6. 25. 조선일보)
이는 문재인 정부 탈원전 정책으로 한국과 장기 협력을 하는 것에 불만을 가진 UAE의
의중이 반영된 것이다는 분석이 나왔다.
지금 전국에서는 태양광 발전 시설을 짓느라 산과 들이 파헤쳐지고
저수지의 경관을 해하고 있다.
사기꾼들이 순진한 시골 어른들에게 접근하여 소유하고 있는 땅에 농사를 짓지 말고
태양광을 설치하라고 하거나 땅이 없는 사람들은 태양광 발전소 부지를 분양받으라고
종용한다고 한다.
농사 짓는 것보다 몇 배의 소득을 올릴 수 있고 노후 대책으로 좋다고 꾀어
많은 사람들이 자기 땅에 태양광 발전 시설을 짓거나,
노후 자금을 모두 투자하여 태양광 부지를 분양받았지만 은행에서 대출받은 시설비를
다 갚는데만 수십 년이 걸린다고 하니 정작 시골 어르신들은 돈 한 푼 만져 보지 못하고
은행과 시공사만 좋게 되었다고 울상이다.(6. 14. 추적 60 분, KBS1)
서울시의 공공 기관 건물 1083 곳에 태양광 발전 시설이 설치되어 있다고 한다.
특히 2011 년 박원순 서울시장 취임 이후에 발전소가 늘어났다고 한다.
2017 년에는 광화문 광장, 월드컵 공원 등에 발전 시설을 설치해 오는 2022 년까지
원자력 발전소 1 곳의 발전량에 해당하는 1 GW를 생산하겠다고 발표했다.
사업비는 2조 원이 투입된다고 한다.
그러나 막대한 세금을 들여 설치되는 태양광 발전소의 성과가 기대에 미치지 못하는 것으로
나타났다.(6. 24. 조선일보)
최근 태양광 발전에 대한 국민들의 여론이 급속도로 악화됨에 따라 문재인 정부의
탈원전 정책에 대해 비판의 소리도 높아지고 있다.
이런 가운데 5. 10. 영광 한빛 1 호기에서 대형 사고가 일어날 뻔했다.
'무면허 정비원이 지시, 감독도 없이' 제어봉을 작동하다가 과열되었는데도 '원자로 즉시
정지’ 규정을 몰라 12시간 가동되었다는 것이다.
한수원 정재훈 사장은 감독하는 친구의 지시를 받아서 했다고 거짓말을 하고
열 출력 이상에도 ‘원자로 즉시 정지’ 규정을 위반해 원자력법을 위반했는데도
그 부분에 대해서 특별한 문제가 없다고 무책임한 발언을 했다.
어떻게 이런 어이없는 사고가 일어났는가.
1959 년 이후 60여 년 동안 무사고로 운행되었는데 일어날 수 있는 일인가.
최근에 정부의 탈원전 정책으로 기강이 완전히 해이해졌는가?
아니면 원전의 위험성을 알려 탈원전 비판을 잠재우기 위해서 기획된 것인가?
다른 의혹에 대해서는 조사 중이라고 밝혔지만 정부의 탈원전 기조로 인해 기술 유출이
일어난 것은 아니라고 해명했지만,
탈원전 분위기 때문에 기술자들이 살 길을 찾아 기술 유출은 하고 있지 않나 의심이 간다.
탈원전으로 퇴직한 기술자들이 다른 나라 원전 업체에 취직하는 경우가 있을 텐데
기술 유출을 막긴 어렵지 않을까 생각된다.
지금으로부터 약 60여 년 전 이승만 대통령 시절인 1959 년 경기도 공릉동에
원자력 연구소를 설립하고 트리가 마크II 원자로를 설치하면서 우리나라 원자력 원년을
선포했다.
그 해 서울 공대 원자력 공학과에 신입생이 들어오고 이들이 1회 졸업생들이 되었다.
그 후 1986년 체르노빌 원전 사고가 일어나 세계가 원자력 사업에 주춤거렸을 때에도
우리나라만이 유일하게 중단 없이 이 사업을 진척시켰기 때문에 세계 최고의 기술력을
보유할 수 있었는데,
대통령 한 사람 바뀌었다고 한 사람의 개인적, 감상적 생각 때문에
한국의 원자력 산업을 접어야 한다는 것은 있을 수 없는 일이다.
문 대통령의 탈원전 기조 유지는 독재적 발상이다.
탈원전 여부에 대한 공론화 과정은 없었다.
아직도 국민의 의사를 묻지도 않고 탈원전 정책 기조를 변함없이 이어 나가겠다고 하는
정부의 태도는 국민은 안중에도 없는 것이며, 이는 오만과 독선, 무책임의 극치이다.
각국 사례를 보면 러시아,중국, 일본, 영국, 프랑스를 친원전 국가로 분류할 수 있고
이탈리아, 벨기에, 독일, 스위스는 탈원전 국가로 분류된다.
탈원전 국가로 분류되는 나라의 대부분은 탈원전 여부를 국민 투표를 통해서 결정하였다.
스위스의 경우 몇 번의 국민 투표를 거쳤다.
세계 3 대 원전 국가이고 지난 50 년간 학자와 기술자 등 전문가들의 피와 땀과 눈물로
키워온 세계 최고의 기술력이고, 환경과 안전에 문제가 없다고 전문가들이 평가하고,
원전 수출로 막대한 부를 창출할 수 있는 우리의 자산을
대통령 개인의 의지로 무로 돌리겠다는 발상은
절차적 민주주의에 반하는 독재적 발상이다.
우리나라는 '전력 섬'으로 이웃 나라에서 전기 수입도 못 하기 때문에 탈원전 실행이
사실상 불가능하다고 한다.
탈원전 여부는 에너지 안보에 관한 중요한 정책이므로 국민 투표를 하여 결정하는 것이 민주적이다.
적어도 국민의 대표 기관인 국회의 표결에 의해서 결정되어야 한다.
국민 투표도 안 된다. 국회 표결도 안 된다면 공론화 과정은 거쳐야 한다.
이러 과정을 거쳐 국민들이 원하면
친원전 국가로 전환하여 국가 경제에 도움이 되는 길을 찾아야 한다.",2021-07-05 15:00:02,동의합니다,0/0
,,,,,,,2021-01-21 14:55:34,동의합니다,0/0
원전,탈원전정책 포기하라 태양광 키우기 위해 죽이는건 안보를 버리는것이다,7,2,2019-06-26 10:58:02,naver - ***,"탈원전정책 포기하라 태양광 키우기 위해 죽이는건 안보를 버리는것이다
전기세 내려라 탈원전정책으로 전기세 오른다
환경파괴 화력발전소 원유가격상승을 가져오고있다",2019-07-03 17:26:55,원전을 바다에만드는것이 바람직할듯하네요,0/0
,,,,,,,2019-06-26 10:58:37,1위 기술력을 버리려는정부규탄,0/0
원전,뒤죽박죽으로,5,0,2019-06-25 02:29:01,naver - ***,"막말은 진보에서 야당때 더많이했었지
자신은 낭만 ? 남은 불률? 625가 우발적 충돌? 천안함 북한소행이 아닌가?
그리고
경제여건이 좋아졌다는데
어디가 좋지?
취업자 어디가 늘었지?
정부 인건비지원 만약에 중단되면
그뒷감당 어떻하지?
원전기술 포기하나?
수없이 많지만
지금 공장은 해외로 떠나고
사장들은 자살하고
또는 페업
또는 사업주들 야간에 대리운전 하고
월급자들은 생산성 바닥이고
뭣이 대체 경제가 좋다는거지
부동산 거래실종
상가 임대 안되고
장사도 안되고
사업주들 웅크리고 지갑닫고
뭐가 좋아졌지
그러면 진보 찌질이들 또 그러겠지
외국여행은 왜그리 많이나가냐고
야이 바보들아 그럼 그정도도 사는 사람없음
나라가 나라가 경제고 뭐고 엉망이지
대신에 또 오자나 국내로 여행.
삐딱이 얍삽이들 새상을 삐뚤어지고 불만으로
모두 내보다 잘사는것들은 다 적페로 보니 되나.
민주노총에 휘둘리는
예상했는데로 딱 2년차에 부딪치네
노조의 벽 과 고용유연성 그리고
그들의 사고방식 생산성 변화 없이는
암것도 못함.
교육 교육하지말고
초등 중 고에 바른생활 교육좀 하시시.
정의롭고 공정할려면
개키우는사람들 지밖에 모르고
양보 희생정신 없고
누가 잘되고 돈벌면 배아프고
지자신의 노력은 습자지 두깨정도이면서
이런정신들을 반대로 돌리는 교육이나 좀 강화하시요",,,
원전,"탈원전, 태양광 사업 자체가 대재앙입니다",10,0,2019-06-24 11:03:07,facebook - ***,"외국에서 태양광이 성공한 사례는 건조 사막기후 등을 제외하고는 극히 적습니다
태양광은 각종 발전설비의 보조적인 역할이지 태양광 자체가 주력으로 될 수는
없다는 사례는 이미 외국에서 수차례 검중되었습니다
그럼에도 100년 돌려야 본전을 뽑고, 10년 지나면 무용지물 되어 유지비조차
회수 불능인 태양광 사업에 문재인 정권이 올인했다는 것은 게획적이고도
고의적인 국가 전력수급 파괴 공작입니다
우리나라 원전 시스템은 소련의 체르노빌이나 일본의 후쿠시마와는 전혀 다릅니다
소련이나 일본처럼 폭발하는 그런 시스템이 아니건만, 탈원전의 당위성을 체르노빌이나
후쿠시마 사례를 들면서, 그동안 피나는 노력으로 공들여 쌓아 놓은 세계 제1의 원전기술을
하루아침에 물거품으로 만들어 놓은 문재인 정권은 역사의 대역죄를 지은 망국적 정치
협잡 좌익세력입니다
국제네오막시즘의 사주를 받고 한반도 전체를 거지공화국으로 만들어
궁극적으로는 공산주의 혁명을 하려는 의도로 밖에는 달리 해석이
되지 않습니다
이제는 한 술 더 떠서 탈 철강 정책으로 우리나라 철강산업을
스스로 중공의 속국으로 만들려 하고 있습니다",,,
원전,누구를 위한 거짓말인가 - 이 나라 미래는 있는가?,6,0,2019-06-23 10:39:28,naver - ***,"거짓은 거짓을 낳는다. 당초부터 불가능한 자주적인 비핵화를 공언하여 국민 대사기극을 벌이고 꿀꿀이의 플랜대로 가고 있다. 고용률 증가는 노인과 알바 일자리 쪼개기로 실상은 최악 실업률이고 소득주도성장 정책은 더욱더 귀족노조들만 배불리는 소득격차성장이 되버린 것을 인정하지 않는 사이비정권. 정책실패와 경제위기를 인정하지 않고 남의 탓만 하는 무책임 정권이고 자기 패거리만 선이고 나머지는 적폐라는 오만불손을 넘어 후안무치한 정권이다. 신공항 건설재검토, 원전건설 폐기, 자사고 폐기 등등 국가 1백년 대계를 쉽게 뒤집는 적폐정권. 결론적으로 표만 바라보는 정권이고 꿀꿀이 상전의 눈치만 실실 살피는 주권국가의 모습을 잃어버린 표리부동의 대가들이 운영하는 이 나라에 미래는 없다.
2019.06.23. 06:46:37",2019-06-23 10:56:35,반 은 맞다.,0/0
원전,탈원전 정책... 올바른 에너지 정책일까?,3,0,2019-06-22 21:20:31,naver - ***,"최근 태양열 전지판의 에너지 저장 장치에 문제가 발생하고 있다. 에너지 저장 장칭에서 발생한 화재가 올해에만 70건이 넘는 상황이다. 그리고 신재생에너지를 위한 땅의 규모에서 역시 너무 비효율적이라는 것을 알 수 있다.
그렇다면 원자력 발전은 어떨까? 원자력 발전은 적은 면적의 토지에 비례해 비교적 훨신 효율적인 전기 생산이 가능하다. 그 뿐만 아니라 앞으로 세계 시장에 도입될 원자력 산업의 규모가 약 370조에 가깝다는 측면에서 우리의 원자력 사업을 이용한다면 미중무역으로 많은 기업이 수출에 힘들어하고 있는 이 시점에서 새로운 시장이 형성될 수 있다. 현재 이뤄지고 있는 카자흐스탄과의 원자력 산업 규모만 해도 쉽게 이해할 수 있을 것이다. 또한 원전사고가 발생할 확률은 미국 유명 공대에서 밝히길 100만분의 일이라고 한다. 이 마저도 최근 발명되고 있는 냉각장치의 발전이 이 확률을 더 줄여준다. 그리고 일본에서 일어난 후쿠시마 원전사고에 근거해 원자력이 위험하다고 하는 주장이 몇 있는데 그 당시 일본내부 원자력 발전소 안정 측정을 사고가 발생하기 직전에 한 바가 있는데 그 원자력은 부적합 판결을 받았다고 한다. 게다가 정부에서 경고까지 받았지만 계속 발동시킨 것이 사고의 원인이었다.
즉 미리 막을 수 있었던 문제라는 말이다.
과연 원자력 발전을 줄이고 신재생에너지로 나아가는 정책이 올바른 한국의 미래를 불러일으킬 것인가?",,,
원전,문대통령은 왜 손대는 것 마다 국민에게 고통을 주나요. 제발 손떼세요,17,2,2019-06-21 17:17:43,naver - ***,"소득주도성장정책: 대량실업, 중소기업, 자영업자 폭망
탈원전정책 : 한전 수십조원 흑자기업을 수조원 적자기업으로, 더 많은 석탄, LNG사용으로 이산화탄소 배출양 증가
문케어 정책 : 서울 대형 병원 환자 초만원, 지방중소병원 폭망, 의사폐업, 간호사 서울행
4대강 보 철거 : 보의 물을 이용하여 농사짓는 농민들의 반대 데모",2019-06-26 00:23:57,손대는것마다 고통을 주는건 아닌것 같습니다. 누가해도 욕먹는 자리입니다.,0/0
,,,,,,,2019-06-21 21:03:03,이래서 실력 없는 좌파정부라 하는 겁니다. 잘하는게 한가지도 생각이 나질 않네요.,0/0
,,,,,,,2019-06-21 19:27:57,주택임대사업자제도 추가합니다..지금가치 떨어지는 부동산앞에서는 임대인만 죽고마는 주택임대사업자제도 철회되어야한다고생각합니다. 정부말 잘듣고 임대차사업자등록한분들만 고통받는법 정부말안듣고 주택임대사업자둥록 안한사람들은 만 이득되는세상 이런법을 추진한사람들은 도대체 어떤사람들인지 책상머리앉아서 한다는 짓들이 한심합니다..주택임대사업자 철회해주시길 바람니다,0/0
원전,이정부 모든 정책의 종착역은 북한,6,1,2019-06-19 22:45:49,naver - ***,"수소에너지=갈탄필요=북한에 갈탄많음.
lpg차량 허가=북한통해 lpg가스관 통과=북한의 수입이됌.
탈원전=해야 북한에서 에너지 수입해옴.
수소터지는건 안무섭고 원자력터지는건 무섭고?",2019-06-20 01:56:37,ㅡㅡ 수소차는 명박이때 시작한거...,0/0
,,,,,,,2019-06-19 23:00:35,통일 반대하는 친일파군요!!! 이승만때도 통일반대는 친일파였죠!! 여기는 친일파가 있었군요!!,0/0
원전,탈원전 정책 결정은 국민 투표로 하자,7,0,2019-06-19 11:17:16,naver - ***,"문재인씨는 탈원원 영화 한편 보고, 미생물 학자 의견들어서 엄청난 파급력을 부른 탈원정책을 수립했다는데 미국, 일본은 왜 원전을 계속 건설하고 기존 원자력 발전소 수명을 20년씩 연장하는 정책을 쓰는지 생각해 보기 원한다
탈원전 부르짓는 독일을 말한다는데 그들이 성공하고 있는지 알아보아야 한다 . 독일 유력지 슈피겔 지 보도에 따르면 독일은 크게 실패했다는 기사다. 전기료는 3배 오르고 재생에너지 성공률은 기대에 크게 못미치고 있다는 기사도 참조하라
당신의 고집으로 한전은 수집조원 흑자에서 수조원 적자 진행을 하고 있다는데 나중에 역사가 들이 역사상 가장 멍청한 대통령이었다는 기록을 남기지 않기를 바란다. 이렇게 국가 대사업은 국민투표에 부쳐 국민의 의사에 의해 결정하면 아무도 비난하지 않을 것이다",2020-08-24 13:20:10,자원이 없는 우리나라가 미래산업에 싼 전기없이는 경쟁력이 없다. 아랍이나 유럽선진국 상당수가 원자력을 고수하고 독일도 탈원전 정책이 상당수가 실패한 정책으로 꼽고 있다. 세계가 인정한 한국의 원자력기술의 안전성을 인정하고 있다. 탈원전 정책다시 고려 되어야 한다.,0/0
,,,,,,,2019-06-19 11:37:12,"탈원전 정책은 태양광을 해묵기 위한 것이라 생각한다..,검찰은 전면적으로 수사를 해야 된다는 생각이다.",0/0
원전,태양광사업의 패단을 막아주세요.문재인대통령의 성공적 임기를 바라며 간곡히 요청합니다...,9,0,2019-06-19 00:26:10,naver - ***,"조금전 시사기획 창(KBS)태양광사업 복마전을 보다가 너무도 어처구니없고 화가 나기도 하고 대통령님의 뜻과는 다르게
흘려가는 태양광사업의 실태를 보며 이글을 올립니다.
친환경사업들중 태양광사업이 왜 한국전력과 환경부에서 협력하에 시행되지 않고 개인사업자의 하청에 하청으로
이어지는 폐단을 보고있어야만 하는지 걱정입니다.
이명박정부의 4대강사업과 보의 형태를 보는것 같아 문재인대통령님의 임기가 끝나고 수많은 국민들이
문재인대통령의 태양광사업의 폐단에 대해 엉급할까봐 너무도 걱정되어 이글을 남깁니다.
문재인대통령님,임기초기에 낙후된 원전을 폐기하고 친환경전력사업의 초기의 마음으로 돌아가
지금의 태양광사업의 폐단을 인정하고 빨리 제자리를 잡을 방안을 간구하시길 바랍니다.
시사기획 창에 나오는 주요인물 보좌관과 허모씨 등 그들을 조사하고 태양광사업을 하청이 아닌
한국전력에서 직접 환경부와 조력하에 적당한 장소를 모색하여 다시 태양광사업에 전염할수있기 바랍니다.
그렇지 않는다면 국민들은 이명박정권의 폐단을 문재인정권의 폐단으로 이어짐을 걱정하고 안타까워하고
모든 책임을 문재인정권의 잘못된 정책으로 받아들일것입니다.
제발 부탁입니다.
태양광사업을 지원하고자 하고 원하신다면 한국전력의 친환경화(원전사업에서 태양광사업)으로 전환할수 있는
원색적이고 철저한 법리로 태양광사업을 진행하시길 바랍니다.
문재인 대통령님.
조금전에 시사기획 창을 보며 대통령의 마음과는 달리 태양광사업의 민간화로 이어지는 부작용으로
하청에 하청으로 이어지는 잘못된 사업체들의 행포와만행이 더 커지기 전에 바로잡으시길 바랍니다.
한국전력과 환경부가 협력하에 태양광사업이 이어지길 바라며
태양광사업으로 부당한 이익보조금을 노리는 많은 사기꾼들이 발생하지 않게 하소서.
이일을 빨리 재정립할수 있길 바라며
대통령께서 빨리 결단을 내려 태양광사업이 원래의 취지대로 바른 길을 갈수있길 바랍니다.
3년후를 생각하시길 바라며...",2019-06-19 07:09:26,"길을 잘못 들었네요,,,, 아예 없애고 원전으로 다시 돌아가는게 국가 장래를 위한 길입니다. 대통령은 국가의 영원한 주인이 아닙니다. 국민이 주인이지....",0/0
,,,,,,,2019-06-19 01:23:46,태양광산업은 앞으로 해나가야할 미래산업이긴 합니다.잘못되게 이끌어나가는건 정부의 탓이지요 .국가에서추진하는 산업이면 그에 걸맞게 태양광쪽 전문분야의 인재들을 모아서 해결방안을 찾고 문제점들을 보완해나가는 방식으로 신산업 추진을 해나가야하는데 그냥 아무대나 얼렁뚱땅 맡겨만 놓고 알아서들해라 이딴식으로 해대니 답답할 따름이지요 .그저 자기들 안위만 생각하고 어떻게하면 권력을 손에 쥘까 국회의원들과 청와대 인사들이 이딴짓만해대고들있으니 국민들만 울화통이 터지는 겁니다.,0/0
,,,,,,,2019-06-19 00:34:22,문재인 대통령님..태양광사업이 청와대의 일부간부와 허모씨의 잘못을 지적하고 바로잡아 진정 문재인대통령께서 바라시던 친환경사업이 실행되길 바라며 문재인정권의 성공을 간절히 바라는 마음을 읽어주시길 바라는 마음으로 이글을 올립니다. 아무리 좋은 취지라도 그밑에 있는 자들의 횡포로 문재인대통령께서 다칠수 있음을 빨리 깨우치시어 바른 의도대로 친환경사업이 돌아갈수 있도록 바랍니다. 기도합니다...,0/0
원전,문재인 대통령님 당신이 싫어집니다,10,1,2019-06-17 20:45:49,naver - ***,"2007년 공소시효가 지난 김학의 법정구속 시키고
2008년 노무현 가족이 베트남원전수주 댓가로 받은 뇌물은 왜 수사도 안하나
윤석열이란 놈이
노무현 가족을 ""이제와서 그걸 수사해야 하나"" 한다
버진아일랜드 페이퍼컴퍼니로 박연차는 베트남원전수주 댓가로
노무현 전 대통령 조카사위 연철호 차명계좌로 2008년 2월 21일 노무현 퇴임 이틀 전 60억 원 송금했다고 했다
문재인 대통령님! 제 정신인가요?
윤석열이란 사람이 적폐청산의 적임자라서 검찰총장으로 임명한다구요...
노망걸렸습니까!!!
윤석열을 검찰총장으로 임명하는 문재인 대통령님!!!
가제는 개편이라고 두마리가 막상막하네요",2019-08-28 10:19:35,ㄱㅐ 쇠 ㅔ리~~ 니 ㅈ상 불지옥 가라 ㅆ쇄 ㄲ 니 후손ㄷ ㄸㄲ 쩌박혀 버려라 퇘 퇘,0/0
원전,원전은 부자들이 돈벌이 수단,1,4,2019-06-04 14:51:21,naver - ***,"국민한테는 전혀 도움이 안됨
- 국민들 핵방사능으로 오염 시키고. 생산해내는 전기임",2019-06-04 17:31:10,니도 그덕에 북한처럼 전기 안끊어지고 살아가는거야 지금만 처 보지말고 앞을좀 내다봐라 우리나라 석탄광산 페업한지가 얼만데 화력발전소 돌리겠냐 그렇다고 물이 많아서 수력 발전 돌리겠냐 우리나라 여건에 맞게 사는거야 사회주의 물들일 생각말고 니들이사는걸 생각해 북한에서 이런생활 처누리고 살기나하겟냐,0/0
