검색키워드,제목,추천,비추천,작성일,작성자,본문내용,댓글입력일,댓글내용,추천/반대
기후변화,미래전략: KMC (Korea money chain),2,0,2020-06-21 17:09:47,naver - ***,"1. 기후변화
2. 자연재해
3. 전염병
4. 기근에 대비하여 식량산업육성
5. 자연재해에 대비하여 재해산업육성
6. 전염병에 대비하여 예방산업육성",,,
기후변화,진화의 반대는 퇴화(퇴보)다.,0,0,2020-06-14 23:48:42,naver - ***,"진화의 반대는 퇴화(퇴보)다.
원래 사람은 나아지는 존재다.
근데 오류가 생겨서 판단못하는 사람들이 생겼다고 본다.
이 판단못하는 사람들이 부족을 만들고
진화하지 못하고 정체되는 시간이 지날수록
사람은 그게 당연하다고
생각하고 인식하기 때문에
진화하기 어려워 지는거다.
일반 사람은 나아지고 싶어하는데
정체로 나아지기가 어려워지는거고
판단못하는 사람은 정체되어있는걸
좋다고 생각하게 된다
(착각 또는 너무 오래 정체되어있어서)
사람이 나아져야할때 나아지지 못하면
나아지기 어려운 이유이기도 하다.
(이건 이 사람만의 잘못이 아닐수도 있지만)
당연하다고 생각하는게
좋은거면 괜찮은데
나아지는 방향의 반대에 있는걸 당연하다고
생각하고 그 생각이 고정되면
변화하기 어려워진다.
정체되는 시간이 지날수록
생각같이 나아지기가 어려워진다.
너무 오래된 정체는 퇴보(퇴하)하는쪽으로 간다
그래서 판단못하면 퇴보하는쪽으로 가는거다.
지금 세계는 정체되어있다
좋게 말해도 나아지는게 늦다
나아지는게 늦고 정체되는 시간이 오래될수록
나아지기 어렵고 퇴하하는쪽으로 갈수있다
예를 들어
플라스틱의 문제의 대안으로 나온 생분해성 플라스틱은
1980년 후반부터 등장했다
근데 아직까지 개발중?이다
기후변화 문제. 바이러스 문제....기타등등
왜 아직까지 이러고 있을까?
원인은 판단못하는 사람들(문제 인식을 못한다)이다.
일반 사람들도 어느정도 책임이 있지만
적어도 판단못하는 사람들이 큰소리치면 안된다
판단못하는 사람들이 큰소리치면
정체되고 정체가 오래되면
퇴보하게 될수도 있다
되도록 스스로 판단해야 하는거다
적어도 문제의 원인이 뭔지 알려고 해야한다.",,,
기후변화,산불 증가 원인,2,0,2020-05-01 23:53:31,naver - ***,"산불 증가 원인
기후변화.기타 판단못하는 사람들
실화등등
매년 산불은 증가하고있다
한국뿐 아니라 다른나라도
주 원인은 사람이겠지
판단못하는 사람들의...기후변화도 사람들 때문이니까
지구 온난화로 기온증가.습도감소
거기다 바람이 불면
예를들어
1932년 부터 현재까지 캘리포니아에서
발생하는 대형 산불 10개중 9개는
기후변화가 심해진 2000년 이후에 발생했다고한다.
산불이 많이나니까 의심스럽기도 하지만(사람은 원래 좀 의심하지)
사실은 그런거지
그게 별개 아닌거같지만
그 작은 안좋은 변화만으로
사람은 힘들수있다(다른 동.식물기타등등도)
바이러스.기후변화.기타 화재 등등",,,
기후변화,한국주식시장에서 외국인이 돈벌었다.,8,0,2020-03-20 03:48:37,naver - ***,"근번 코로나19로 국내시장에서 수십조 벌었다.
잃은 사람은 한국인이다.
IMF이후 국내시장에서 수백조~수천조,
그 이상을 긁어 갔을 것이다.
돈이 없으면 노동력을 제공해야한다.
영원한 노예로 사는 수 밖에 없다.
그들의 사탕발림 칭찬에 넘어가지말자
자,
이번은 코로나19,
다음은?
북핵?
중동발 위기?
세계기후 변화 이용?
미국발 경제위기?
5년 정도 후에 새로운 바이러스 창궐?
국내 주식시장에서 정보력이 뛰어난 외국인이 이길 수 밖에 없다
돈이 없으니 노동력을 제공해서 먹고사는 현대판 노예로 한국인은 살고 있다.
문명이 앞섰고, 외모가 뛰어난 것을 인정한다.
그렇다고 영원히 현대판 노예로 살 수는 없다.
차라리 죽음을 선택하겠다.",2020-03-20 10:07:01,"문명이 앞섰고 외모가 뛰어나다. 인종 우월주의, 인종차별적 발언이지만 인정하지 않을 수도 없는 것이네요. 맞아요. 현대문명은 서양인이 이뤘고....내가 봐도 서양늠들이 동양인인 우릴 우습게 볼것 같네요. 인간도 엄연한 동물인지라 생존경쟁에서 유전자가 우월한 인종이 세계를 지배하는 것이지요. 아메리카 대륙을 지배하던 인디언이 왜 멸망했겠습니까? 한마디로 서양인보다 열등한 유전자 때문이지요.",0/0
,,,,,,,2020-03-20 03:55:59,허무주의 패배주의 퍼트리지 말고 먼저 가서 좋은자리 잡아 두세요,0/0
기후변화,외국인 주식시장에서 돈 벌었다.,4,0,2020-03-20 03:33:22,naver - ***,"코로나19로 외국인이 한국 주식 시장에서 지금까지 수십조 벌었다.
IMF이후 지금까지 알게 모르게 긁어 간 돈이 수백조~수천조가 될 것이다.
아마 그 이상이 될지도 모르지.
번 사람이 있으면 잃은 사람도 있다.
한국 개미들이 주로 잃었다.
정보력에서 뒤 떨어지는데, 이길 방법이 없다.
현 주식시장 시스템으로 안방에서 손님에게 영원히 돈을 갖다 바쳐야 하고,
돈의 노예로 노동력을 외국인들에게 끝 없이 갖다 바쳐야 한다.
언제 또 새로운 이슈로 돈을 긇어 갈까?
북핵?
중동발 위기?
미국발 경제 위기?
새로운 바이러스 창궐?
세계기후 변화 이용?
외국인 문명이 앞선 건 인정한다.
외모도 뛰어난 것 인정한다.
그렇다고 영원한 그들이 노예로 살 바에는 죽음을 택하겠다.",,,
기후변화,명분은 지속적인 이익이다,1,0,2020-03-18 09:48:26,naver - ***,"명분은 지속적인 이익이다
상대적으로 좋은쪽이 명분을 잃으면 별 차이가 없어진다
그래서 이상한 사람들은 별차이가 없다고 강조한다
왜냐하면 별 차이가 없는게 이상한 사람들한테는 이익이 되니까
이익보다 우선하는게 있다
판단못하면 이익 하나만 본다
근데 판단못하면 그 이익도 못만든다.
손해가 더 큰 손해를 막거나
나중에 더 큰 이익으로 변화하면 그건 손해가 아니다
이익이 나중에 더 큰 손해를 만들면 그건 이익이 아니다
판단못한다는건 이익.손해도 판단못하지
순간적인 이익을 위한게
나중에 더 손해를 보면 판단못하는거지
미국의 예를들면
WHO지원하던걸 안해서 지금 전염병으로 더 큰 손해를 보는거
기후협약 탈퇴로 인한 이익이 나중에 더 큰 손해를 만들거다.
한국은...
중국은..
일본은..
판단못하는 사람들이 문제를 만들고
문제를 키우고 사람한테 손해를 만든다.",,,
기후변화,코로나19 한약 치료,12,2,2020-02-24 00:38:16,naver - ***,"코로나19 확산으로 우왕좌왕하는 모습입니다.
코로나19는 일종의 전염성이 강한 감기나 독감과 같은 질환입니다.
이런 질환은 늘 있었습니다.
우리 조상들은 이런 경우 어떤 방식으로 치료를 했을까요
그 치료 방안을 남겨 두었습니다.
동의보감 천지운기(天地運氣) 편에 기해지세(己亥之歲)의 역병과 그 질병의 변화와 치료를 설명하고 있는데 부화탕(敷和湯)이 기해(己亥)의 기후변화로 인하여 발병한 역병의 치료 약으로 소개하고 있습니다.
부화탕(敷和湯)은 마른기침, 중간 정도의 신열, 우측 옆구리 한기, 머리 흔들림 또는 근육경련, 이명, 눈물, 심한 경우 황달 부종 등에 쓰이며, 코로나19의 증상과 비슷합니다. 공항검색에서 체온검색에서 나오지 않은 것도 이 때문입니다. 일반 폐렴은 고열이 나타나지만, 코로나19는 열이 거의 없는 것도 특징 중의 특징입니다. 증세가 악화되는 과정에서 고열 가래등 폐렴과 같은 증상이 나오는 것입니다.
동의보감에 남긴 부화탕(敷和湯)의 증세와 비슷합니다. 코로나19의 발병시기도 2019년도 기해년(己亥年) 음력 10월이니 부화탕이 우한 폐렴 치료에 좋을 듯합니다. 부화탕(敷和湯)은 다음과 같습니다
반하 10g, 오미자 10g, 지실 10g, 복령 10g, 가자 10g, 포강 10g, 진피 10g, 자감초 10g, 대추 10g, 우방자 3g, 오미자 3g ( 우방자, 오미자는 본처방에 가미한 것으로 시기가 정월이 넘었을때 가미 )
보건복지부 또는 질병관리본부에 글을 남기고 했지만 저는 외국에 있기 때문에 로그인 할수 없어 글을 쓸수 있는 이곳에 글을 남깁니다. 중국도 한약으로 치료하여 92% 효과를 보고 있다고 합니다. 우리나라도 한약을 치료에 투입하여 현대의학의 치료를 병행해도 될듯 합니다
양의학과 한의학 서로를 믿지 않는 입장에서 한약을 치료제로 쓴다는 것은 어려울듯 하지만 이런 시급한 시기에 이런 저런 것을 따질때가 아닐듯 합니다.",2020-03-11 23:33:47,타국 멀리 계시면서 애민애국하시는 모습에 국민의 한사람으로써 감사 드림니다 님의 염려에 힘입어 곧 안정될 겁니다 건강하시고 뜻하시는 모두를 다 이루시길 간구합니다 ~,0/0
기후변화,‘불시 안전점검’ 사이렌 발동.?? / 건축의 변화 / 삶과 미래는 시선의 차이다,3,0,2019-08-20 06:45:05,naver - ***,"건축은 매우 중요하다
조금 이라도 틀리면 문제가 발생한다.
건축에 들어가는 각종 재료나 장비도 점검해야 한다.
건축에 속한 모든게 점검 대상.
심지어 업체 차량까지. 점검해야 한다고 본다.
일꾼들 건강 검진 필 ! 필요하고 .
일꾼들 휴식처 모든 현장 지역에 설치 법 조항 만들어야 하고
주택 토지공사 할때도 장시간 할땐 휴식처 필요하다.
1시간 이상 공사는 여름철 휴식처 필요 그늘이 필요.
겨울철도 마찬가지.
난방 휴식처 필요
--------------------------------------------------------------
그리고 건축설계에 대한 더 엄중한 평가 기준들이 필요하다
대형 고층 아파트나 고층 빌딩에 대해서
고층 건물 옥상에 비상시 소방 헬기등 대피소 필 필요하다 본다!-
건축을 내진으로 하대 재건이 가능한 공법이야 하고
모든 건축물이 소방에 속해야 하고 비상시 재난시 옥상을 대피소 등 소방 구조헬기가 사용 하겠음 -
건축 소방법에도 엄격해야 한다 - 옛날처럼 봐주는 식 건축법 아니길
부실건축물이 없게 할라면 인간의 태도등 인성 행위부터 조직적으로 고쳐야 한다.
직장과 집 - 개인 행위등을 고쳐야 할 현실이다.
--------------------------------------------------------------------
불끄는 소방드론은 개발중인지?
소방드론에 인간은 탑승을 할수가 없다.
일반인 금지 - 소방대원 등 소장 까지 - 소방드론 허가증 필요
---------------------------------------------------------------------------------
과거에도 1층을 주차장으로 시공하고 2층을 가정집으로 하는 건축 건물들이 많았다.
하지만. 지금은 그리해야 할거 같다.
낮은 지형 지대에 건축한 건물들은 1층을 주차장 식으로 해야 하지만 건물 기둥은 더 크게 만들어야 한다.
기둥으로 이상기후변화 재해 재난성에 준비를 하던가.
계단식으로 1층을 높여 주거나.
- 그리고 건물을 만들고 다시 변화를 주는 경우도 있다고 한다.
그런 건물이 안전할까 ? 지하던 옥상이던 층층이던 안전할까?
세상에 이런 인간 아직도 있을 ...무식한 인간이 본인집이 아파트에도 불구하고 아파트 본인집 기둥을 없세 공간맛에 혼자만 편해 볼라고..
아파트 입주자 전부를 죽이는 경우와 같다
문제는 사고가 발생해도 ... 건축계는 늘 똑같다. -
말만 엄격 법 질서란 건축계 -
건축 <-- 이 단어속에 많은 기초와 건축 공식들이 다 들어가 있다. 조금 이라도 한개라도 빼 먹으면 부실이다 !
이 문제를 단속하는 기관이 문제일까 인간의 욕심에 부실이 나올까 인간들 ?
인제부터는 몇칠안에 끝내야 한다는 기준들 보다
돈이 더 들어가니 대충 하자는 여러 문제들 보다
더 여유로운 건축 현장이면 좋겠다.
그리고 전문가도 아닌데 전문가 인거처럼 설치는 인간들줌 처리줌 해라.. 부실에 원인 제공자들이다
진심 자격증 없써도 전문가가 되고 싶다면 땅바닥부터 배우면서 전문가로 가던가 인간들 ?
- 대한민국 전국 재건축 건물들은 왜 나두는건지 ?
임시 아파트를 만들고 임시로 지내다
다시 그 장소에 대형 상가나 상가식 아파트를 재건해서 다시 입주하는 식이다.
다른건 다 할줄 알면서 이런거 하나 못해서 노호된 건축 건물들 재건하나 못 한다는 소리들인가 진심 ?
내가 늘 말했지요 ! 어느 정권이던 도움이 필요하면 도움을 준다고...하지만 당신들은 득만 볼라고 하고
늘 다른 목적으로만 생각들 했다는 현실같은 답처럼 보인거 ?
국민과 같이 산다고?
진심?
ㅡ 대한민국 신들의사자 ㅡ
하나 하나 점검 합시다.
그리고 하나 하나 고쳐 갑시다.
국가는 중국도 아니고
일본도 아니고 북한도 아닙니다.
그 어떤 나라에도 속한 식민지화 국가도 아닙니다.
세계 국가와 세계 국민들은 우리의 무한과 능력을 기대하고 있습니다.
우리 국가 국민이 필요한 국가들이 많이 있습니다.
하지만 우리는 아직 준비한게 부족한 단계 입니다.
100에서 아직 20%도 안됩니다. 100까지 채운다면
그 다음 목표는 우주 입니다.
우주에 인류가 살아갈 장소를 찾는 겁니다.!
지구에 인류는 그리 시간이 많이 안 남았습니다.
지구 인류가 뭉치게 할라면 많은 준비와 국가들마다 협조성들이 필요 합니다.
달에 군사 기지와 틀립니다.
인류의 새로운 삶 장소가 필요 합니다.
제 2의 지구를 만들어야 합니다.
그리고 다시 제 3의 지구를 준비해야 하고.",2019-08-20 06:47:06,트럼프 영부인 - 지구 인류의 앞으로 나가야 할 미래를 부탁 합니다. ㅡ 대한민국 신들의사자 ㅡ,0/0
기후변화,어떤 기사를 보고 개인사정등등 있겠지만 이런사람들도 있다.,4,0,2019-07-28 15:15:20,naver - ***,"어떤 기사를 보고
개인사정등등 있겠지만 이런사람들도 있다.
조지 소로스 등 미국의 억만장자 19명이
“전체 미국인의 1%에 해당하는 부자 가운데 10분의 1에 해당하는 우리에게
적당한 부유세를 부과하라”고 촉구했다.
이들은 “새로운 세수는 미국의 중산층 또는 저소득층이 아니라
가장 부유한 사람들에게서 나와야 한다”면서 내년 미국 대선에 도전하는
공화당·민주당 주자들에게 공개 편지를 보냈다고
뉴욕타임스가 24일(현지시간) 보도했다.
이들은 편지에서 “미국은 우리의 부에 더 많은 세금을 부여할
도덕적·윤리적·경제적 책임이 있다”면서 부유세가 기후변화 대처,
경제발전, 보건의료 개선, 기회균등, 민주적 자유 강화 등에
기여할 것이라고 주장했다.
부자들에게 걷은 세금으로
클린 에너지로의 전환, 학자금 대출 구제 및 보편적 교육,
인프라 현대화, 공공의료 확대 등을 위한 재원을 확충하라는 제안인 것이다
자본주의가 지금나온 이론중에서 가장낫다.
인간적인..
다만 완전한건 아주 드물어서 단점이 있다
대표적이 부작용이 부의 집중으로 자본이 순환이 안된다.
자본도 정체되어있으면 문제가 된다
사람의 가치가 떨어진다.
부자들도 사람이지.
부메랑?이 될수있는거다
있으면 있는권리만큼 의무도 있어야하는거다
의무없는 권리는 문제를 발생한다.
어떤 사람은 자신은 세금이 많이내는게 안좋다고한다.
그리고 없는사람를 비난하지
없는사람이 부러우면? 없는사람이 되어봐라.
뭘 할수있는건 그 만큼의 자유.기회를 가질수있다는거다.
의무가 싫으면 권리를 적게 가지면 돼
그러면 의무도 적어진다?
예외적인 경우도 있겠지만.",2019-07-28 16:00:43,미국의 부자들은 자신 들에게 세금을 더 먹이라고 한답니다..한국의 졸부 들과는 다릅니다 .,0/0
기후변화,"유럽ㆍ미국, 기후변화 공조 더 멀어진다 !",1,0,2019-06-02 03:28:20,naver - ***,"자료 - 유럽ㆍ미국, 기후변화 공조 더 멀어진다 !!
기후 이상변화 발언자들 처럼 나두 저기에서 발언하고 싶다
인류에게 해주고 싶은 말이 있다! -
ㅡ 대한민국 신들의사자 ㅡ",,,
기후변화,지구 환경 기후변화 오염은 어른이란 자리에서 고쳐야 한다 !,4,0,2019-05-25 14:31:23,naver - ***,"- 지구 전체 인류 인간에게
- 모든 삶에는 법과 질서 순서 균형적 삶들이 있다
- 하지만 규칙적으로만 살수가 없는가 인간들의 마음과 성격들이다
- 초.중.고.대학에서 기후변화에 배우는게 좋다고 본다
- 자연의 모든걸 배운다는건 매우 중요한 단계라고 본다
- 자연의 흐름을 안다면 삶의 이치와.어찌 인간들이 살아가야 할지 .해야할지 안해야 할지 알 것이다
- 어른들의 잘못과 욕심에 . 올치 못함에 세상을 본 것이다
- 올른 세상을 원하는가 ? .인류 후손에게 좋은 예를 전하고 싶다면
- 외쳐라 ~ 소통하라 같이하는 나눔에서 이웃과 정이니라
ㅡ 대한민국 신들의사자 ㅡ",,,
기후변화,제주 강풍에 장대비…주택 잠기고 항공기 지연 '피해 속출',4,0,2019-05-19 15:03:46,naver - ***,"제주 강풍에 장대비…주택 잠기고 항공기 지연 '피해 속출'
제주도 도심과 산 바다까지 방지 개발을 해야 한다고 봅니다-
기후이상변화가 점점 심해지고 있습니다 -
농담으로 하는말 아닙니다 -
강한 태풍 온다고 휴교 하라고 건의한 국민 입니다 -
제주는 1층이 주차장 2층에 주택인 건물을 건축해야 합니다
건물이나 건축에 대한 기초를 더 내진과 토지를 튼튼하게 해야 한다고 봅니다 제주 전 지역 다 -
대충 넘어 갈라고 하지 마세요 제주 국민들 -
자연 재해에 죽고 싶다면 대충 건축 하시던가 !
- 내가 말하는 건축 이야기는
땅에서 5미터나 7미터 높이야 하고 2층이 주택으로 1층은 주차장 -
제주 전 지역 다 -
물이 잘 흘러가게 배수로 물배 조절을 튼튼하게 해야 한다 -
모든 건물은 높이 1미터나 2미터 높이로 해야 하며 - 입구 들어갈라면 길에서 1미터 2미터 계단을 올라가야 출입 하는걸로 - 설정 하는게 좋습니다 -
내가 건물에 1층은 주차장 2층은 주택 -
배수로 체크확인 -
출입문 계단 건축 필요 -
1차 2차 이중 예방차에 건의하는 겁니다 -
해변가나 산에 더 감시 카메라 설치 하시고 - 동서 남북으로 -
자연 재해 재난에 더 안전교육들 훈련들 하시고 제주 국민들 전부 다 -
이모 저모 체크들줌 해봐요 환경도 관리 하시고 -
제주도를 쓰레기 도시로 만들건지 ?
바다속 말하는겁니다 -
쓰레기 관리도 교육 시키고 -
육지에서 잘하니 못하니 유행보다 -
더 앞서 미래적인 바탕을 만드세요 -
제주도가 섬이라 안보이는게 아닌
나라가 개판이라 나두는겁니다 -
발전이 무엇인지 아니 노력들 하세요",2019-05-19 15:04:39,토른장에 내 글 복구 했나 ? 다 삭제 하더만..? 청원은 왜 전부 삭제 한거지 ?,0/0
기후변화,항공 - 항구등 국가 국민성 - 안전 수칙 - 필요! -,3,0,2019-04-11 17:53:31,naver - ***,"- 모든 항구 항공사등
- 배와 비행기를 가지고 운영 운행 운전하는 분들은 -
- 그리고 배와 비행기에 속한 종사하는 분들은
- 최대한 안전에 대한 정비 - 수칙을 부탁 합니다 ! -
- 지구 기후이상변화 등 각종 아닌 흐름이 지구에서 발생 중 입니다-
- 안전 수칙 항공 항구- 부탁 합니다 !- 안밖으로! --
- 총리님 전달 부탁 -
안전 수칙 무시하는 분들에게는 엄격한 법 처벌 필요 -
대통령이라도 엄격한 법 처벌 받아야 한다는 생각으로
국가 국민성 안전 부탁 합니다 -
전체 -
ㅡ 대한민국 신들의사자 ㅡ
난 지금도 지구 문제 체크중 -",,,
기후변화,식량 안보에 관하여.....,2,0,2018-12-26 11:48:23,facebook - ***,저는 중장비 프리랜서 기사입니다. 제가 주로 일하는 곳은 경기도 일원입니다. 지금 제가 다니는 곳은 논을 밭으로 만들고 밭을 집터로 만들고 있는 곳이 아주 많습니다. 이렇게 농지가 없어 져서 세계 기후 변화나 국제 분쟁으로 인하여 곡물을 수입할수 없다던가 곡물값이 급등하면 문제가 생기지 않을까요??? 철원평야 나주평야 김제평야 .곡창 지대는 무슨일이 있어도 지켜야 된다고 생각합니다. 농민들은 생산원가에도 못 미치는 벼를 생산하고 있는데 한쪽에서는 논을 밭으로 만들고 밭을 집터로 만들고 있습니다. 정부 대책이 필요하다고 생각합니다.,,,
기후변화,문재인 이 꼴통아 원전 폐지하고 잘하는짓이다,13,5,2018-12-15 09:42:00,naver - ***,"[국제] 게재 일자 : 2018년 12월 14일(金)
“한국은 기후악당!… 석탄발전 축소하라” 환경단체, 기후변화협약 총회장서 시위
▲ 13일 폴란드 카토비체에서 열린 제24차 유엔기후변화협약 당사국총회(COP24) 회의장 및 로비에서 천연자원보호협의회(NRDC) 등 해외 환경단체와 국내 시민단체 회원들이 한국의 석탄 사용 증가를 비판하는 시위를 벌이고 있다. 연합뉴스
197개국 모인 COP24 앞에서
脫원전탓 火電 41.9%로 늘린
文정부 에너지정책 공개 비판
“한국은 기후 악당!” “문재인 대통령, 석탄 투자 그만하세요!”
13일 미국 유력 환경단체를 비롯한 외국의 시민단체 회원들이 197개 국가 대표단이 모인 제24차 유엔기후변화협약 당사국총회(COP24)가 열리고 있는 폴란드 카토비체에서 문재인 정부의 에너지 정책이 결국 석탄 연료 의존 행보로 귀결되고 있다고 비판했다. 미국 천연자원보호협의회(NRDC)와 필리핀 기반 비정부기구(NGO)인 ‘빚과 개발에 대한 아시아 민중운동(APMDD)’ 소속 활동가 20여 명과 한국 기후변화청년단체(GEYK) 회원 수 명은 이날 COP24 총회장 앞과 로비에서 시위를 벌였다. 이들은 ‘한국은 온실가스 주범 석탄발전 축소하라!’ ‘한국은 석탄 금융을 중단하라!’ ‘석탄 그만’ ‘석탄 너무너무 싫어’ 등 한글과 영어로 쓰인 플래카드를 들고 “한국 정부는 석탄 투자를 그만하라”고 요구했다. 또 한국의 정책금융기관에 개발도상국 석탄 연료 화력발전소 건설을 위한 금융지원 중단을 촉구했다. 문재인 정부의 탈원전 정책으로 국내 석탄발전 비율은 증가하고 있다. 1∼9월 전력통계에 따르면 지난해 30%였던 원자력발전비중이 올 들어 9월 말까지 26.8%로 줄었고, 지난해 38.7%였던 석탄 화력발전은 41.9%까지 늘어났다.
이번 집회는 사전에 신고됐고 평화롭게 끝났지만 외국 환경단체가 한국을 정면으로 겨냥한 만큼 국제사회의 이목이 집중되고 있다. 아시아타임스 등에 따르면 그린피스와 ‘지구의 벗’, NRDC, 시에라클럽 등은 지난 3일 청와대와 기획재정부, 환경부, 외교부, 금융위원회 등 정부 부처에 “해외 석탄 프로젝트는 물론 국내에서 추진하는 석탄 프로젝트를 모두 중단하라”고 촉구했다. 또 “한국 정부는 한국산업은행 등으로 하여금 환경 파괴적인 석탄화력발전소에 금융지원을 하기보다는, 재생에너지에 투자하도록 장려하라”고 요구했다. 그린피스 인도네시아 지부는 자카르타에 있는 주인도네시아한국대사관에 “석탄화력발전소 지원을 중단하라”는 내용의 편지를 보내기도 했다.
이번 COP24는 지난 2015년 COP21에서 채택된 파리기후변화협정의 구체적인 이행 지침을 마련하기 위해 열렸다. 2020년 만료되는 교토의정서를 대체하는 파리 협정은 현재 각국의 정치·경제적 이해관계가 얽혀 있는 만큼 쉽사리 세부합의에 도달하지 못하고 있다. 특히 파리협정 탈퇴를 선언한 미국은 회의에도 참석하지 않았다. 러시아, 사우디아라비아, 쿠웨이트 등은 유엔 ‘기후변화에 관한 정부 간 협의체(IPCC)’ 보고서 일부 내용 및 문구에 문제를 제기하기도 했다. 지난 10월 인천에서 열린 IPCC 총회에서 발표됐던 이 보고서는 지구 평균기온 상승 폭을 산업화 이전 대비 1.5도 이하로 제한하기로 했던 당사국들의 약속이 지켜지지 않아 이 추세가 계속될 경우 기온 상승 폭이 3도 이상까지 될 것이라는 경고가 담겨 있다. 안토니우 구테흐스 유엔 사무총장은 지난 12일 IPCC 보고서 채택 거부국가들에 대해서 도덕적으로 용납할 수 없다는 입장을 밝힌 바 있다.
김현아 기자 kimhaha@munhwa.com",2019-06-21 13:54:46,"원자력발전소 다시 짓고 ,전기요금 누진제 폐지해라!",0/0
,,,,,,,2018-12-15 09:45:33,문재인 일당이 나라를 말아 묵기 위해서 집권한 것이 아닌가 생각된다.,0/0
