검색 키워드,검색 범위,글제목,평점,분야,처리기관,현황및문제점,개선방안,기대효과,신청일,첨부파일
탈원전,제목,탈원전 정책 반대합니다.,-,산업/방송/통신/과학,산업통상자원부,존경하옵는문재인대통령님께. 이승만전대통령이 가난하고 헐벗고 굶주린 백성들을 위해서 이 좁은 땅덩어리에서 미국인에게 자문을 얻어 시행한 원전은 우리나라의 산업혁명의 기초가 되었습니다. 그런데 환경단체가 이제와서 반대한다는 이유만으로 탈원전을 선언하셨는데요.환경단체가 문재인 대통령님을 지지하는 우리 진보의 대표단체라는 인식에서 벗어나시기를 바랍니다. 롼경단체는 그냥 일개 단체일 뿐입니다. 개선방안 환경단체의 말대로 탈원전하고 태양열및 풍력으로 대체했을시에 발전소는 어디에 건설하시겠습니까? 이 좁은 땅덩어리에서 산에 지으면 산림을 훼손해야하고 풍력은 바닷가의 갯벌을 훼손해야 되는데 이것은 환경단체가 주장하는 환경파괴아닌가요? 기대효과 산업 전력을 싸게 유지하여 산업발전의 계속 유지 및 국민들의 따뜻한 겨울과 시원한 여름을 보낼수 있는 값산 전기료 사용 유지. 또한 국고의 낭비 대체효과. 존경하는 문재인 대통령님께 간절히 충언드립이다. 저는 대통령님를 열렬히 지지하는 일개 백성입니다. 간절히 충언드립이다.,존경하옵는문재인대통령님께. 이승만전대통령이 가난하고 헐벗고 굶주린 백성들을 위해서 이 좁은 땅덩어리에서 미국인에게 자문을 얻어 시행한 원전은 우리나라의 산업혁명의 기초가 되었습니다. 그런데 환경단체가 이제와서 반대한다는 이유만으로 탈원전을 선언하셨는데요.환경단체가 문재인 대통령님을 지지하는 우리 진보의 대표단체라는 인식에서 벗어나시기를 바랍니다. 롼경단체는 그냥 일개 단체일 뿐입니다. 개선방안 환경단체의 말대로 탈원전하고 태양열및 풍력으로 대체했을시에 발전소는 어디에 건설하시겠습니까? 이 좁은 땅덩어리에서 산에 지으면 산림을 훼손해야하고 풍력은 바닷가의 갯벌을 훼손해야 되는데 이것은 환경단체가 주장하는 환경파괴아닌가요? 기대효과 산업 전력을 싸게 유지하여 산업발전의 계속 유지 및 국민들의 따뜻한 겨울과 시원한 여름을 보낼수 있는 값산 전기료 사용 유지. 또한 국고의 낭비 대체효과. 존경하는 문재인 대통령님께 간절히 충언드립이다. 저는 대통령님를 열렬히 지지하는 일개 백성입니다. 간절히 충언드립이다.,존경하옵는문재인대통령님께. 이승만전대통령이 가난하고 헐벗고 굶주린 백성들을 위해서 이 좁은 땅덩어리에서 미국인에게 자문을 얻어 시행한 원전은 우리나라의 산업혁명의 기초가 되었습니다. 그런데 환경단체가 이제와서 반대한다는 이유만으로 탈원전을 선언하셨는데요.환경단체가 문재인 대통령님을 지지하는 우리 진보의 대표단체라는 인식에서 벗어나시기를 바랍니다. 롼경단체는 그냥 일개 단체일 뿐입니다. 개선방안 환경단체의 말대로 탈원전하고 태양열및 풍력으로 대체했을시에 발전소는 어디에 건설하시겠습니까? 이 좁은 땅덩어리에서 산에 지으면 산림을 훼손해야하고 풍력은 바닷가의 갯벌을 훼손해야 되는데 이것은 환경단체가 주장하는 환경파괴아닌가요? 기대효과 산업 전력을 싸게 유지하여 산업발전의 계속 유지 및 국민들의 따뜻한 겨울과 시원한 여름을 보낼수 있는 값산 전기료 사용 유지. 또한 국고의 낭비 대체효과. 존경하는 문재인 대통령님께 간절히 충언드립이다. 저는 대통령님를 열렬히 지지하는 일개 백성입니다. 간절히 충언드립이다.,2018-01-27,
탈원전,내용,탈원전 정책 반대에 대한 대응 논리,-,산업/방송/통신/과학,산업통상자원부,현 정부의 탈원전과 노후 석탁화력 점진적 폐쇄 정책은 전력분야 엔지니어로서 매우 합당한 정책이라고 생각한다 그런데 정부의 충분한 정책 설명과 추진의 필요성에 대한 설명이 매우 미진하며 많은 언론과 야당에서는 부분적인 지식과 논리를 가지고서 집요하게 반대를 하고 있음에도 제대로 대응하지 못하고 있다,"붙임으로 보내드린 내용을 정부 정책에 반대하는 사람들(좌파 정부에서 하는것은 무조건 잘못됐다고 생객하는 사람, 단편적인 지식을 가지고 반대하는 사람들, 방향은 맞지만 충분한 대안을 제시하지 못하고 있다는 사람들)에게 작성된 내용을 설명하면 대부분의 사람들은 왜 정부에서는 제가 이야기하는 내용을 가지고 국민들에게 충분히 설명하지 못하느냐는 의견을 많이 들어서 자료를 보내니 충분히 검증하시고 작성하여 설명 자료로 사용하시기 바람","1. 탈원전의 필요성 2. 원자력 발전과 석탄화력, LNG가스복합발전과의 비교 및 대안 제시 3. 한반도 주변의 원자력 발전소 현황과 현재 원전의 취약성 4. 후쿠시마 대비 우리나라 원자력발전의 문제점  많은 사람들에게 전반적인 지식과 사실을 가지고 설명함으로서 정부가 추진하는 정책의 호응을 통해 국민의 생명과 경제적인 이득을 얻을 수 있을것으로 생각 됨",2018-10-22,탈원전정책이필요한이유와진실.hwp
탈원전,내용,태양광발전사업부지 추천,-,국토/교통/농림/해양,국토교통부,"새정부들어 탈원전정책으로 언론에서 쏟아내는 비판기사와 국민들의 우려스러운 시선에 곤혹스러울겁니다. 후손들에게 부담을 주지않기위해 탈원전으로 나가는것은 대부분 국민들이 바라는바이지만 지금 당장은 염려스러운것은 사실입니다 탈원전하면 가장먼저 떠오르는것이 신재생에너지사업인 태양광발전이지만 부지확보가 어렵고 국토(농지,산지등))훼손에 따른 국민및 환경단체의 반발이 심하고 국토곳곳에 흩어져 있는 태양광판넬은 자연경관에도 안좋아 보입니다","전국에 있는 도로망(고속도로,자동차전용도로,국도,국철,고속철도등)을 이용하여 중간과 가장자리에 기둥을세워 그위에 태양광 판넬을 올려놓으면 태양광발전소가 될것입니다","기존 도로망을 이용하여 발전소를 건립하면 1.국토(농지,산지등)가 전혀 훼손되지않으며 2.국민들과 환경단체의 반발을 최소화 할수있고 3.단기간에 최소의 비용으로 최대의 전기생산이 가능 할것입니다 부수적으로 태양광판넬이 비(눈)가림막역활을하여 미끄러짐현상으로 인한 자동차사고도 대폭줄일수 있을겁니다 과거 고 정주영현대그룹회장은 대선출마때 고속도로를 2층으로 하겠다고 공약도 했는데 그것과 비교하면 기존도로망에 태양광발전소설치는 아주쉬울거라 생각되어 제안하오니 전향적으로 검토해 보시기 바랍니다",2018-08-16,
탈원전,내용,탈원전으로 인한 전력량 대안,-,국토/교통/농림/해양,국토교통부,저도 탈원전에 적극 찬성합니다 그러나 최근 폭염으로 인한 전기 사용량이 사상 최대를 기록하며 예비전력이 6프로까지 떨어지는 아찔한 상황까지 전개되었습니다 우리나라 전력생산은 원자력발전 화력.수력.석탄.태양광.풍력발전소등이있는데 이중에서 태양광 활용을 제안합니다 우리나라는 전국 어디든 다닐수있는 고속도로가있습니다 고속도로에 터널식으로 태양광을 100미터설치후 다시 200미터띄고 100미터설치식으로 경부고속도로만 설치해도 어마어마한 새로운 전력을 만들수있고 고속도로를 이용하면 태양광발전 부지도 필요없고 우리나라 중부 동서 고속도로를 이용한다면 원전을 대체할 친환경 에너지를 무긍무진 발전할수있으며 원전이 전기요금 단가가 싸다하나 핵폐기물을 관리 핵발전소해체등을 따지면 결코 전기요금이 싸다고 볼수없고 영화때문에는 아니지만 만에하나 원자력사고가 난다면 생각하기도 끔찍합니다 풍력은 소음으로인한 주민들의 피해가 발생하여 육지에는 적합하지 안다고 생각합니다 원자력 건설비용으로 고속도로외 앞으로 우리나라에서 6층이상 건물 신축시 태양광외 신재생에너지로 일정부분 짓도록 법으로 규정하며 그비용에 7-80프로를 시와 정부에서 지원해 후대에 안전한 대한민국으로 물려주었으면 합니다,고속도로 이용및 신규 건물 이용,후대에 안전한 대한민국 물려줌,2018-07-27,
탈원전,내용,태양광산업(신재생에너지) 판로 제안! - 청와대/산업통상자원부/통일부/외교통상부/국토교통부,-,국토/교통/농림/해양,국토교통부,"문재인 대통령님 및 정부 관료 분들께...  연이은 폭염에 고생많으십니다. 저는 태양광 업계에 종사하고 있는 청년입니다. 태양광 산업이 큰 위기를 맞고 있습니다. 실로 답답합니다. 이는 어제 오늘의 문제가 아닙니다. 문재인 대통령님께서도 탈원전을 진행하면서 신재생에너지에 많은 투자를 하시겠다고 대선기간에도 말씀하셨던 것으로 기억합니다.  하지만 태양광 산업은 지난 대선 때보다 상황이 악화되었습니다. 전세계 태양광시장의 60%가 중국입니다. 2018년 들어, 중국에서 관세 조정을 하면서 OCI, 한화케미칼(한화큐셀), 웅진에너지 등의 업체들이 큰 타격을 받았습니다. 국내 기업이 중국기업보다 생산단가가 낮지만, 중국 국영기업의 특성(정부 보조)으로 인해 국내 기업들이 경쟁력에서 뒤쳐지고 가격경쟁력에서 뒤쳐지고 있는 실정입니다. 상황은 더 악화되어 일부 대기업에서는 근무 조정도 발생한 것으로 알고있습니다. 이렇게 된다면 연말에는 희망퇴직까지도 갈지 모른다는 불안감에 많은 사람들이 걱정하고 있습니다.  일부 기업의 경우에는 원가(폴리실리콘) 하락으로 인해 제품 생산을 중단하고 공장 대정비에 들어간 상황입니다. 대정비 이후에도 원가가 올라가지 않는다면 지금보다도 더 안좋은 상황을 겪을지도 모릅니다. 이는 한 기업의 문제이기도 하지만 우리나라가 탈원전을 하고 신재생에너지로 체제전환(체질개선)을 할 것인지 말것인지에 대한 결정이라고도 생각합니다.","문재인 대통령님께서도 태양광산업 발전을 위해 많은 것을 노력하고 있는 것으로 알고있습니다. 지금 국내에서 발생하는 태양광 산업의 가장 큰 문제는 태양광의 기술력, 중국의 관세보다도 자국민의 반대라고 생각합니다. 친환경, 신재생에너지에는 동의하지만 내 집 앞에는 안된다는 인식으로 인해 태양광을 산에도 호수에도 설치할 수 없습니다. 국내에 태양광을 짓는것은 많은 이견이 대립하기 때문에 쉽지 않습니다. 저도 단기간에 이 문제를 해결해달라고 말하지 않겠습니다.  국내시장이 아니라면 해외시장, 즉 북한에라도 지어주셨으면 좋겠습니다. 이는 문재인 대통령님께서 추진하시는 남북평화정책과도 상통한다고 생각합니다. 북한에 철도를 높고, 경제특구를 만들고, 항로를 개설하려면 가장 시급히 필요한 것 중 하나가 전기라고 생각합니다. 지금 북한은 경제측면에서는 하얀 도화지라고 생각합니다. 북한에 태양광을 설치하여 앞으로 더 발전할 경제에도 안전한 전력으로 수급하고, 국내 태양광 관련 기업들의 숨통을 틔워주시기를 부탁드립니다.  북한이 안된다면 신규 및 기존 아파트 옥상에 태양광 발전 설비 의무화를 법규로 만들걱나 세제혜택을 주시면 중장기적으로는 실사용자, 단기적으로는 업계에도 큰 도움이 될 것입니다.","태양광 산업 그 중에서도 국내 최대 태양광 기업인 OCI가 더 발전해야하는 이유가 있습니다. OCI는 현재 군산에서는 현대중공업, 한국 GM이 철수하면서 군산에 몇 안남은 대기업입니다. 제가 우려하는 것처럼, 태양광 산업이 안좋아져서 희망퇴직아라도 하게 되면 도대체 군산은 어떻게 살아야 됩니다. 이는 군산이라는 도시의 지방자립(재정자립도)의 측면에서도 바람직하지 않다고 봅니다. 정책은 시민들의 의견 수렴을 통해 만들어 진다고 생각합니다. 군산시민들이 간절히 원합니다. 현 정권과 민주당에 대한 지지율을 살펴주십시오. 새만금 신공항, 새만금 신항만을 건설하는데 어려움이 크다는 것을 알고 있습니다. GM이 나간자리에 다른 대기업들이 들어오기 꺼려한 다는 것도 알고 있습니다. 태양광산업(폴리실리콘 가격경쟁력)이 나빠지면서 OCI 직원들 및 가족들도 불안에 떨고 있다고 합니다.  지금 군산은 새로운 것이 절실히 필요하지만 가장 시급한 것은 남아있는 기업들을 지키는 것입니다. 군산시민들은 수십년간 민주당 정권 그리고 문재인대통령님에게 몰표를 주었습니다. 순박하고 착한 사람들을 돌아봐 주십시오. 현재 군산의 가장 큰 문제는 상실감이라고 생각합니다. 대기업이 빠져나가면서 아무도 우리를 지켜주지 않은 원망도 있습니다. 하지만 이런 상황에도 군산시민들은 현 정권과 민주당 의원들에게 앞도적인 지지를 보내고 있습니다. OCI는 다른 지역보다 군산에 가장 많은 투자를 하고 있는 회사입니다. 군산시민에게 OCI는 고마운 회사입니다. OCI에 특혜를 바라는 것이 아니라 신재생에너지(태양광산업)와 군산시민들을 보호 할 수 있는 군산시민들에게 희망을 주시기 바랍니다. 정책과 외교를 통해 신재생에너지가 옳은 선택이었음을 보여주시기를 부탁드립니다.",2018-07-27,
탈원전,내용,태양광산업(신재생에너지) 판로 제안! - 청와대/산업통상자원부/통일부/외교통상부/국토교통부,-,국방/보훈/외교/통일,통일부,"문재인 대통령님 및 정부 관료 분들께...  연이은 폭염에 고생많으십니다. 저는 태양광 업계에 종사하고 있는 청년입니다. 태양광 산업이 큰 위기를 맞고 있습니다. 실로 답답합니다. 이는 어제 오늘의 문제가 아닙니다. 문재인 대통령님께서도 탈원전을 진행하면서 신재생에너지에 많은 투자를 하시겠다고 대선기간에도 말씀하셨던 것으로 기억합니다.  하지만 태양광 산업은 지난 대선 때보다 상황이 악화되었습니다. 전세계 태양광시장의 60%가 중국입니다. 2018년 들어, 중국에서 관세 조정을 하면서 OCI, 한화케미칼(한화큐셀), 웅진에너지 등의 업체들이 큰 타격을 받았습니다. 국내 기업이 중국기업보다 생산단가가 낮지만, 중국 국영기업의 특성(정부 보조)으로 인해 국내 기업들이 경쟁력에서 뒤쳐지고 가격경쟁력에서 뒤쳐지고 있는 실정입니다. 상황은 더 악화되어 일부 대기업에서는 근무 조정도 발생한 것으로 알고있습니다. 이렇게 된다면 연말에는 희망퇴직까지도 갈지 모른다는 불안감에 많은 사람들이 걱정하고 있습니다.  일부 기업의 경우에는 원가(폴리실리콘) 하락으로 인해 제품 생산을 중단하고 공장 대정비에 들어간 상황입니다. 대정비 이후에도 원가가 올라가지 않는다면 지금보다도 더 안좋은 상황을 겪을지도 모릅니다. 이는 한 기업의 문제이기도 하지만 우리나라가 탈원전을 하고 신재생에너지로 체제전환(체질개선)을 할 것인지 말것인지에 대한 결정이라고도 생각합니다.","문재인 대통령님께서도 태양광산업 발전을 위해 많은 것을 노력하고 있는 것으로 알고있습니다. 지금 국내에서 발생하는 태양광 산업의 가장 큰 문제는 태양광의 기술력, 중국의 관세보다도 자국민의 반대라고 생각합니다. 친환경, 신재생에너지에는 동의하지만 내 집 앞에는 안된다는 인식으로 인해 태양광을 산에도 호수에도 설치할 수 없습니다. 국내에 태양광을 짓는것은 많은 이견이 대립하기 때문에 쉽지 않습니다. 저도 단기간에 이 문제를 해결해달라고 말하지 않겠습니다.  국내시장이 아니라면 해외시장, 즉 북한에라도 지어주셨으면 좋겠습니다. 이는 문재인 대통령님께서 추진하시는 남북평화정책과도 상통한다고 생각합니다. 북한에 철도를 높고, 경제특구를 만들고, 항로를 개설하려면 가장 시급히 필요한 것 중 하나가 전기라고 생각합니다. 지금 북한은 경제측면에서는 하얀 도화지라고 생각합니다. 북한에 태양광을 설치하여 앞으로 더 발전할 경제에도 안전한 전력으로 수급하고, 국내 태양광 관련 기업들의 숨통을 틔워주시기를 부탁드립니다.  북한이 안된다면 신규 및 기존 아파트 옥상에 태양광 발전 설비 의무화를 법규로 만들걱나 세제혜택을 주시면 중장기적으로는 실사용자, 단기적으로는 업계에도 큰 도움이 될 것입니다.","태양광 산업 그 중에서도 국내 최대 태양광 기업인 OCI가 더 발전해야하는 이유가 있습니다. OCI는 현재 군산에서는 현대중공업, 한국 GM이 철수하면서 군산에 몇 안남은 대기업입니다. 제가 우려하는 것처럼, 태양광 산업이 안좋아져서 희망퇴직아라도 하게 되면 도대체 군산은 어떻게 살아야 됩니다. 이는 군산이라는 도시의 지방자립(재정자립도)의 측면에서도 바람직하지 않다고 봅니다. 정책은 시민들의 의견 수렴을 통해 만들어 진다고 생각합니다. 군산시민들이 간절히 원합니다. 현 정권과 민주당에 대한 지지율을 살펴주십시오. 새만금 신공항, 새만금 신항만을 건설하는데 어려움이 크다는 것을 알고 있습니다. GM이 나간자리에 다른 대기업들이 들어오기 꺼려한 다는 것도 알고 있습니다. 태양광산업(폴리실리콘 가격경쟁력)이 나빠지면서 OCI 직원들 및 가족들도 불안에 떨고 있다고 합니다.  지금 군산은 새로운 것이 절실히 필요하지만 가장 시급한 것은 남아있는 기업들을 지키는 것입니다. 군산시민들은 수십년간 민주당 정권 그리고 문재인대통령님에게 몰표를 주었습니다. 순박하고 착한 사람들을 돌아봐 주십시오. 현재 군산의 가장 큰 문제는 상실감이라고 생각합니다. 대기업이 빠져나가면서 아무도 우리를 지켜주지 않은 원망도 있습니다. 하지만 이런 상황에도 군산시민들은 현 정권과 민주당 의원들에게 앞도적인 지지를 보내고 있습니다. OCI는 다른 지역보다 군산에 가장 많은 투자를 하고 있는 회사입니다. 군산시민에게 OCI는 고마운 회사입니다. OCI에 특혜를 바라는 것이 아니라 신재생에너지(태양광산업)와 군산시민들을 보호 할 수 있는 군산시민들에게 희망을 주시기 바랍니다. 정책과 외교를 통해 신재생에너지가 옳은 선택이었음을 보여주시기를 부탁드립니다.",2018-07-27,
탈원전,내용,여름에 반바지를 권장 복장으로 해야합니다.,-,교육/문화/체육/관광,강원도교육청,"현재 우리사회의 모습을 보면 학생들은 긴바지교복, 회사원이나 공무원들은 긴바지 정장을 입고 근무하고 있습니다. 탈원전을 외치면서 전기절약을 강조하면서도  '품위'와 '단정한 복장'이라는 미명하에 폭염 속에서 현장직들이 죽어갈 때에도 입을 옷은 다입고 에어컨은 팡팡켜놓고 일하는 사무직들의 모습은 희극적이기까지 합니다.  지금 인사혁신처의 복장관련 규정이 정하고 있는 단정치 못한 복장의 예시는 아래와 같습니다. &#8227;슬리퍼, 반바지, 찢어진 청바지 등 지나친 개성 표출로 거부감을 줄 수 있는 복장 &#8227;과다하게 노출되거나 지나치게 화려한 복장 등  어떻게 단순하게 반바지가 찢어진 청바지나 슬리퍼, 과다하게 노출되거나 지나치게 화려한 복장 등과 같은 수준이라 볼 수 있는거죠? 요즘 시중에는 단정한 반바지가 얼마든지 있습니다.","1. 단정한 복장에 반바지를 넣고 단정하지 못한 복장의 예시에 화려한 무늬의 반바지나 운동용 반바지, 핫팬츠 등의 지나치게 짧거나한 반바지를 규제하고 이를 적극적으로 권장하는 것과  2. 학생들을 위한 여름용 반바지 교복을 만드는 것이 탈원전을 위한 전기절약이나 이번 폭염대비를 위한 여름나기를 위해서도 반드시 필요하다 생각됩니다.",불필요한 전기수요 감소를 통해 문대통령 탈원전 정책을 지원 시원한 복장을 통해 한국사회 전반의 업무효율 상승,2018-07-26,
탈원전,내용,여름에 반바지를 권장 복장으로 해야합니다.,-,행정/자치/안전,인사혁신처,"현재 우리사회의 모습을 보면 학생들은 긴바지교복, 회사원이나 공무원들은 긴바지 정장을 입고 근무하고 있습니다. 탈원전을 외치면서 전기절약을 강조하면서도  '품위'와 '단정한 복장'이라는 미명하에 폭염 속에서 현장직들이 죽어갈 때에도 입을 옷은 다입고 에어컨은 팡팡켜놓고 일하는 사무직들의 모습은 희극적이기까지 합니다.  지금 인사혁신처의 복장관련 규정이 정하고 있는 단정치 못한 복장의 예시는 아래와 같습니다. &#8227;슬리퍼, 반바지, 찢어진 청바지 등 지나친 개성 표출로 거부감을 줄 수 있는 복장 &#8227;과다하게 노출되거나 지나치게 화려한 복장 등  어떻게 단순하게 반바지가 찢어진 청바지나 슬리퍼, 과다하게 노출되거나 지나치게 화려한 복장 등과 같은 수준이라 볼 수 있는거죠? 요즘 시중에는 단정한 반바지가 얼마든지 있습니다.","1. 단정한 복장에 반바지를 넣고 단정하지 못한 복장의 예시에 화려한 무늬의 반바지나 운동용 반바지, 핫팬츠 등의 지나치게 짧거나한 반바지를 규제하고 이를 적극적으로 권장하는 것과  2. 학생들을 위한 여름용 반바지 교복을 만드는 것이 탈원전을 위한 전기절약이나 이번 폭염대비를 위한 여름나기를 위해서도 반드시 필요하다 생각됩니다.",불필요한 전기수요 감소를 통해 문대통령 탈원전 정책을 지원 시원한 복장을 통해 한국사회 전반의 업무효율 상승,2018-07-26,
탈원전,내용,4대강 보의 바람직한 사용에 관한건,-,노동/환경,환경부,현재 4대강보의 수문개방으로 수질개선및 환경의 개선이 이루어 지고 있습니다만  수많은 예산을 사용한 보의 철거 문제로까지 사항이 변화 하고 있습니다.  하여 4대강 보의 수문개방에 즈음하여 보의 바람직한 사용에 관한 건의를 하고자 합니다.,"현재 4대강의 수문을 50%를 개방한다 수위를 몇 미터 단위로 조절한다 등등 여러가지 말들이 많고 4대강보의 수문개방으로 인해 인근농민들은 지하수 수위가 낮아진다 이에 대한 보상을 운운하며 4대강보의 원할한 수문개방및 4대강보의 바람직한 사용이 불가능 합니다  하여 4대강보의 바람직한 사용방법에 대하여 한가지 제안을 하고자 합니다.  현재4대강의 수위조절및 물의 흐름을 막지 않는 선에서의 수문개방을 하고 있습니다.  수문 개방으로 4대강의 수질개선 자연상태로의 복원이 이루어지고 있으나 수문개방으로 인한 물을 흐름을 에너지로 재변환 하여 사용할수 있도록 소규모 수력발전소로 변환을 건의 합니다. 수문개방으로 인해 발생하는 위치 에너지를 소규모 수력발전소로 변환을 한다면 버려지는 친환경 자연에너지를 재생하여 사용하고 화석연로,핵발전으로 들어가는 비용에 비해 절대적으로 저렴한 에너지원의 확보와 4계절 적절수위 유지및 수질개선효과등을 더욱 크게 할수 있을듯 합니다.  간단하게 물레방아형태의 발전기를 각 수문별로 설치하여 물의 위치에너지+친환경적인 산소공급등의 효과를 더욱 증폭 시킬수 있지 않을까 합니다","저렴하고 안전한 친환경에너지원의 확보 탈원전시대에 신재생에너지,친환경 에너지원의 사용및 발견 4대강의 수질개선에 도움 버려지고 &#55052;오시설로 평가 받아지는 보의 새로운 사용으로 사대강보의 재발견 4대강의 적정수위 유지로 주변 농민들의 이의제기를 해소",2018-07-12,
탈원전,내용,특성화 신재생 대학설립의 필요성,-,산업/방송/통신/과학,산업통상자원부,1.현황 및 문제점 문재인 정부에 와서 탈원전을 하겠다함에 있어 이후 국내에서 신재생에너지를 생성하지 않는한 전기량이 많이 부족 하리라 본다. 각 가정.산업시설등 많은 곳에 전력량을 공급하여야 하는데 이 또한 어려움이 있으리라 본다 우리나라는 현 원전이외 다른 에너지자원이 없아 이러한 현실을 극복하려면 시간이 소요되겠지만 근본적으로 학문을 배우고 연구 발전할 전문적인 특성화 대학의 필요성이 요구됨,"1.신재생 에너지 자원개발을 위한 전문적인 교육을 실시하는 특성화된 ""에너지기술대학교"" 설립의 피룡성이 요구됨","특성화된 전문적인 교육.연구를 ""에너지기술대학교""를 설립하여 차 세대에 이에 따른 교육등을 실시함에 신재생에너지자원을 연구 개발할수 있다고 본다",2018-07-07,에너지기술대학교설립추진필요성1.hwp
탈원전,내용,"수원지(동복,제2,제4) 조류제어와 신재생에너지 생산을 위한 수상 태양광 발전소 건립",-,행정/자치/안전,광주광역시,"- 매년 남조류에 의한 녹조발생으로 수원지 수질저하 ·조류주의보발령:2004년(15일), 2007년(14일), 2009년(41일) - 동복호의 공유수면에 태양광발전소를 건립하여 조류발생을 억제하고 발전소부지 공유수면의 임대료를 받아 예산절감 사업","- 사업명칭 : 수원지(동복,제2,제4) 수상태양광 발전소 건립 - 사업규모 : 50MW(0.91㎢, 만수면적 13.8%) - 사업추진 : BOT(build operated transfer, 민간투자사업)방식 - 사업내용 : RPS제도를 적용하여 동복수원지 공유수면을 컨소시엄 사업체에 임대하여 시설하고 일정기간 운영하게 한후 기부 체납받아 광주시에서 운영 ※RPS(renewable portfolio standard, 신에너지및재생에너지개발,개발이용 촉진법)","- 조류발생 억제로 건강한 수환경조성 - 정부의 탈원전 신재생에너지 정책에 적극참여 - 지역업체의 사업참여로 지역경제활성화 - 식생훼손방지로 국토의 효율적이용 - 새로운 수면가치 창조 - 태양광 발전 공유수면 임대료(10백만원/MW, 년간 5억원이상) - 일정기간 임대후 기부체납받아 광주시에서 운영하여 수익사업",2018-06-22,수원지(동복제2제4)조류제어와신재생에너지생산을위한수상태양광발전소건립.hwp
탈원전,내용,울진군 관광발전방안,-,행정/자치/안전,울진군,"울진원자력 가동이 전면적으로 멈춘 현시점에서 가장시급한 문제점은 울진경제의 정부가 탈원전을 당약으로 채택한 시점에서 대안으로 관광자원의 개발이 아닐까 한다. 사견으로 개인적 생각으로는 관광자원이 턱없이 부족한 지금, 제일 시급한 문제는 턱없이 부족한 자금부족이 아닐까한다.",자금력을 투자처를 모색하는 방법이 최고의 해결책이 아니겠는가? 예를 들자면 손병의 대표가 있는 소프트뱅크의 투자를 적극 투자유치하는것이다.  당장은 임기응변식으로 형태만 요란한 꼴이 된다. 요란한 잔치집 먹을게 없는 법이다. 이왕 관광지로 구체화할거면 제대로 된 관광지로 독보적인 활로를 모색하자는거다. 큰 투자유치의 관건은 말보다는 현실가능한 구체적이고 타당성 아니겠는가,"첫술에 배부를 수는 없다 하지만 이왕 투자계획은 미래지향적이고 독창성을 표방하는게 최우선이다.  예시로서, 크루즈 중간 기착지로서의 발돋움일테다.속초항 보다는 작은 어하미고 포항 보다는 작은 어항의 역할을 충실히 하면 그만이다 욕심은 금물이다.  다음은 레일바이크다. 기존의 답습 보다는 한층 업그레이드된 가적인 아이？ 장착이다. 큰 에드벌른도 좋지만 이보다는 호탕하게 기구를 설치 높은 곳에서 동해바다 전망과 울진밤바다 절경 밤바다 위 별구경도 더할 나위 없는 구경거리가 될테니까 말이다 벤치마킹 보다는 울진자원의 최대한 이용한다면 그보다 더한 추억만들기는 없을것이다.  셋째, 연인들의 프로포즈 반지 끼워주고 청혼의 이벤트도 빠지지말자  한번 와본 울진을 다시 찾게될것이기 때문이다. 지금, 울진경제는 중대한 기로에 서있기에 첫단추에 울진의 백년대계는 공든 탑 무너지는것은 일순간이기때문이다. 쉽지는 않다.하지만 더 머뭇거리거나 지체되는 순간 울진은 나아가지도 그렇다고 더 나은 대안은 없을 것이다. 미래는 한걸음 한걸음 무게를 실고 전진 이외는 방법은 없다. 내일은 오늘이 있고 나서야 내일이 있는것이다. 말만 많고 시장바닥처럼 언제까지 울진경제를 놓고 흥정만 하다 그 나마 찾아온 기회를 놓칠텐가 큰손의 투자만 유치하면 국내 투자가들은 울진에 이유불문하고 투자하는 도미노 현상이 벌어질것이다  두려운가? 성공과 실패는 마음이 먼저 아는 법이다.  울진의 미래는 두려움을 떨치고 일어？때 비로소 조금씩 빛이 보일것이다  투자는 내가 이만하다 싶으면 큰손도 그러할테니까 말이다 하나 하나씩 내 카드를 보이면 이미 승부는 결정난 셈이다.  두려움은 성공의 신호탄일테니까   울진이여! 일어나라. 내일의 태양은 그대의 두어깨 위로 찬란히 빛나리니.",2018-06-21,
탈원전,내용,선암호수공원내 물레방아와 폭포수를 이용한 소수력 발전활용을,-,행정/자치/안전,남구,1.현황 및 문제점 울산 남구 선암호수내 현재 설치된 물레방아가 계속 돌아가고 있고 그 맞은편엔 미니 폭포수가 연일 떨어지고 있다. 이러한 물레방아와 폭포수의 낙차를 전기에너지를 전환하여 전력을 생성할 수 있는 `방법으로 설비를 하였으면 합니다 소수력 발전은 하천이나 저수지에서 떨어지는 위치에너지를 이용하여 수차의 회전력을 발생시키고 수차와 직결되어 있는 발전기에 의해서 전기에너지를 생산하는 방식으로 여기 두 곳을 이용하여 전기를 충전하여 두었다가 필요시 사용할 수 있으면 좋지 않을까함 이러한 방식으로 가능할 시 소량의 전기 생산량 이지만 의 효과도 있다고 봄,계속 돌아가고 있는 물레방아 및 폭포수의 낙차를 이용하여 위치에너지를 이용 전기에너지로 전환하여 전기를 생성 충전하여 필요시 활용하면 좋지 않을까 함,많은 양의 전기발생은 아니되겠지만 소수력 발전의 원리에 의한 전기에너지로 전환되어 현재 국가에서 탈원전을 하는 상황에서 큰 전력량은 아니지만 큰 기대 효과가 있으리라 봄,2018-06-19,
