,검색키워드,제목,추천,비추천,작성일,작성자,본문내용,댓글입력일,댓글내용,추천/반대
3132,원전,"중대정책을 결정하기 전에 경험많고 지혜로운 선배정치가들, 관련학자들 초빙해서 토론하여 긍정적효과와 부정적결과, 대비책을 세운후 발표하여 이번과 같은 국익에 큰 피해를 사전에 막도록 하여라 .",6,1,2019-07-06 11:04:27,naver - ***,"문재인이 같은 우둔한 사람은 여러모로 너무 무지하여 일을 벌렸다면 모두 국가에 엄청난 피해를 준다
머리 좋고 경험 많은 선배정치가들, 관련 학자들을 두루 모시고 토론을 하여 극정적효과와 부정적 결과, 그 정책을 시행했을때 대비책을 세운후 시행했으면 오늘날과 같은 국가에 막대한 재난은 초래하지 않았을것이다.
이번 일본 문제도 그렇다. 오랜 옛날 한일 협정때 이미 양국간에 협의해 끝난일인데 그때 선배들이 체결한 합의 사항을 깨고 다시 뒤집어 국가에 막대한 손해를 끼치고 있지 않나? 문재인이 같은 행동을 하는 나라와는 어느나라도 협약이나 조약 같은 것 맺지 않으려 할 것이다 , 정권바뀌면 예전 체결된 협약은 무효다 라고 하면 어느 나라가 협력하겠나? 결국 세계 왕따가 된다 . 당신이 어리석고 배운게 없고 경험이 없고 투쟁만 한 사람들과 의논해 만든 정책은 다 실패했잖아.
1. 소득주도성장정책: 기업체 세금 왕창 올리고, 최제임금 2년간 29% 올리고 , 주52시간으로 노동시간 규제하니 기업체들은 살기위해 외국에 투자하여 국내 사원 모집기피하게 만들었고, 탈원전정책으로 20조원 흑자기업을 수조원 적자 기업 만들어 소액주주로 부터 형사소송 당했고 4대강 철거정책으로 농민 반대 불렀고 일자리 정부라고 외치면서 일자리 만든다고 뿌린 세금 52조원은 온데간데 없어지고 만든 일자리가 노인 일자리 뿐이고 만든일자리가 빈강의실 불끄기, 농촌폐비닐 줍기 같은 것이라고 하니 기가 찬다. 문재인 정부 밑에서는 나라가 가능성이 없다고 한국떠나는 국민이 작년 2200명이고 해외 부동산 투자도 2배로 늘었다니 부디 애국하는 심정으로 청와대를 나오 주기바란다",2019-07-07 09:31:50,과거에만 집착하고 자기만족에 빠지고 미래가 없는 이 정부가 결국 나라를 망치게 할 것이다. 미래를 위한 투자를 무조건 토목이라하거나 적폐라 하고 부정과 부패라 하며 오롯이 과거청산만이 살길이라하고 과거만 파 헤치는 십상시의 이야기를 귀 담아 듣고 내로남불의 전형으로 반성이 없는 이들은 결국 우리 국민을 불행하게 만들 것이다. 탈원전에 찬성을 했던 원자력 위원회 명단을 발표해 기리기리 보존하자.,0/0
3134,원전,탈원전 중단 하라는 놈들,3,6,2019-06-29 19:32:45,naver - ***,"원전으로 때돈 벌고 잇는 놈들인가 보네
- 국민이 매년 발생되는 핵 폐기물에 오염 되던 말던
자기들 돈만 많이 벌면 그만이라는 생각",2019-07-04 09:49:48,"답답한 양반이네! 자동차 사고로 죽는다고 자동차 안만드나? 지금세대에 별다른 대안이 없으므로 원전 쓰는거여! 태양열 발전 좋은건 아는데, 원전 1호기 전력생산할려면 공갈좀 보태서 부산시만큼 부지에 태양열 집열판 깔아야 됩니다. 댁같이 우매한 사람들이 좁은 소갈머리로 엉뚱한 주장을 하니, 남북 통일이 안되고 국론분열이 일어나는겁니다.",0/0
3139,원전,탈원전정책 포기하라 태양광 키우기 위해 죽이는건 안보를 버리는것이다,7,2,2019-06-26 10:58:02,naver - ***,"탈원전정책 포기하라 태양광 키우기 위해 죽이는건 안보를 버리는것이다
전기세 내려라 탈원전정책으로 전기세 오른다
환경파괴 화력발전소 원유가격상승을 가져오고있다",2019-07-03 17:26:55,원전을 바다에만드는것이 바람직할듯하네요,0/0
3141,원전,뒤죽박죽으로,5,0,2019-06-25 02:29:01,naver - ***,"막말은 진보에서 야당때 더많이했었지
자신은 낭만 ? 남은 불률? 625가 우발적 충돌? 천안함 북한소행이 아닌가?
그리고
경제여건이 좋아졌다는데
어디가 좋지?
취업자 어디가 늘었지?
정부 인건비지원 만약에 중단되면
그뒷감당 어떻하지?
원전기술 포기하나?
수없이 많지만
지금 공장은 해외로 떠나고
사장들은 자살하고
또는 페업
또는 사업주들 야간에 대리운전 하고
월급자들은 생산성 바닥이고
뭣이 대체 경제가 좋다는거지
부동산 거래실종
상가 임대 안되고
장사도 안되고
사업주들 웅크리고 지갑닫고
뭐가 좋아졌지
그러면 진보 찌질이들 또 그러겠지
외국여행은 왜그리 많이나가냐고
야이 바보들아 그럼 그정도도 사는 사람없음
나라가 나라가 경제고 뭐고 엉망이지
대신에 또 오자나 국내로 여행.
삐딱이 얍삽이들 새상을 삐뚤어지고 불만으로
모두 내보다 잘사는것들은 다 적페로 보니 되나.
민주노총에 휘둘리는
예상했는데로 딱 2년차에 부딪치네
노조의 벽 과 고용유연성 그리고
그들의 사고방식 생산성 변화 없이는
암것도 못함.
교육 교육하지말고
초등 중 고에 바른생활 교육좀 하시시.
정의롭고 공정할려면
개키우는사람들 지밖에 모르고
양보 희생정신 없고
누가 잘되고 돈벌면 배아프고
지자신의 노력은 습자지 두깨정도이면서
이런정신들을 반대로 돌리는 교육이나 좀 강화하시요",,,
3142,원전,"탈원전, 태양광 사업 자체가 대재앙입니다",10,0,2019-06-24 11:03:07,facebook - ***,"외국에서 태양광이 성공한 사례는 건조 사막기후 등을 제외하고는 극히 적습니다
태양광은 각종 발전설비의 보조적인 역할이지 태양광 자체가 주력으로 될 수는
없다는 사례는 이미 외국에서 수차례 검중되었습니다
그럼에도 100년 돌려야 본전을 뽑고, 10년 지나면 무용지물 되어 유지비조차
회수 불능인 태양광 사업에 문재인 정권이 올인했다는 것은 게획적이고도
고의적인 국가 전력수급 파괴 공작입니다
우리나라 원전 시스템은 소련의 체르노빌이나 일본의 후쿠시마와는 전혀 다릅니다
소련이나 일본처럼 폭발하는 그런 시스템이 아니건만, 탈원전의 당위성을 체르노빌이나
후쿠시마 사례를 들면서, 그동안 피나는 노력으로 공들여 쌓아 놓은 세계 제1의 원전기술을
하루아침에 물거품으로 만들어 놓은 문재인 정권은 역사의 대역죄를 지은 망국적 정치
협잡 좌익세력입니다
국제네오막시즘의 사주를 받고 한반도 전체를 거지공화국으로 만들어
궁극적으로는 공산주의 혁명을 하려는 의도로 밖에는 달리 해석이
되지 않습니다
이제는 한 술 더 떠서 탈 철강 정책으로 우리나라 철강산업을
스스로 중공의 속국으로 만들려 하고 있습니다",,,
3143,원전,누구를 위한 거짓말인가 - 이 나라 미래는 있는가?,6,0,2019-06-23 10:39:28,naver - ***,"거짓은 거짓을 낳는다. 당초부터 불가능한 자주적인 비핵화를 공언하여 국민 대사기극을 벌이고 꿀꿀이의 플랜대로 가고 있다. 고용률 증가는 노인과 알바 일자리 쪼개기로 실상은 최악 실업률이고 소득주도성장 정책은 더욱더 귀족노조들만 배불리는 소득격차성장이 되버린 것을 인정하지 않는 사이비정권. 정책실패와 경제위기를 인정하지 않고 남의 탓만 하는 무책임 정권이고 자기 패거리만 선이고 나머지는 적폐라는 오만불손을 넘어 후안무치한 정권이다. 신공항 건설재검토, 원전건설 폐기, 자사고 폐기 등등 국가 1백년 대계를 쉽게 뒤집는 적폐정권. 결론적으로 표만 바라보는 정권이고 꿀꿀이 상전의 눈치만 실실 살피는 주권국가의 모습을 잃어버린 표리부동의 대가들이 운영하는 이 나라에 미래는 없다.
2019.06.23. 06:46:37",2019-06-23 10:56:35,반 은 맞다.,0/0
3145,원전,문대통령은 왜 손대는 것 마다 국민에게 고통을 주나요. 제발 손떼세요,17,2,2019-06-21 17:17:43,naver - ***,"소득주도성장정책: 대량실업, 중소기업, 자영업자 폭망
탈원전정책 : 한전 수십조원 흑자기업을 수조원 적자기업으로, 더 많은 석탄, LNG사용으로 이산화탄소 배출양 증가
문케어 정책 : 서울 대형 병원 환자 초만원, 지방중소병원 폭망, 의사폐업, 간호사 서울행
4대강 보 철거 : 보의 물을 이용하여 농사짓는 농민들의 반대 데모",2019-06-26 00:23:57,손대는것마다 고통을 주는건 아닌것 같습니다. 누가해도 욕먹는 자리입니다.,0/0
3152,원전,태양광사업의 패단을 막아주세요.문재인대통령의 성공적 임기를 바라며 간곡히 요청합니다...,9,0,2019-06-19 00:26:10,naver - ***,"조금전 시사기획 창(KBS)태양광사업 복마전을 보다가 너무도 어처구니없고 화가 나기도 하고 대통령님의 뜻과는 다르게
흘려가는 태양광사업의 실태를 보며 이글을 올립니다.
친환경사업들중 태양광사업이 왜 한국전력과 환경부에서 협력하에 시행되지 않고 개인사업자의 하청에 하청으로
이어지는 폐단을 보고있어야만 하는지 걱정입니다.
이명박정부의 4대강사업과 보의 형태를 보는것 같아 문재인대통령님의 임기가 끝나고 수많은 국민들이
문재인대통령의 태양광사업의 폐단에 대해 엉급할까봐 너무도 걱정되어 이글을 남깁니다.
문재인대통령님,임기초기에 낙후된 원전을 폐기하고 친환경전력사업의 초기의 마음으로 돌아가
지금의 태양광사업의 폐단을 인정하고 빨리 제자리를 잡을 방안을 간구하시길 바랍니다.
시사기획 창에 나오는 주요인물 보좌관과 허모씨 등 그들을 조사하고 태양광사업을 하청이 아닌
한국전력에서 직접 환경부와 조력하에 적당한 장소를 모색하여 다시 태양광사업에 전염할수있기 바랍니다.
그렇지 않는다면 국민들은 이명박정권의 폐단을 문재인정권의 폐단으로 이어짐을 걱정하고 안타까워하고
모든 책임을 문재인정권의 잘못된 정책으로 받아들일것입니다.
제발 부탁입니다.
태양광사업을 지원하고자 하고 원하신다면 한국전력의 친환경화(원전사업에서 태양광사업)으로 전환할수 있는
원색적이고 철저한 법리로 태양광사업을 진행하시길 바랍니다.
문재인 대통령님.
조금전에 시사기획 창을 보며 대통령의 마음과는 달리 태양광사업의 민간화로 이어지는 부작용으로
하청에 하청으로 이어지는 잘못된 사업체들의 행포와만행이 더 커지기 전에 바로잡으시길 바랍니다.
한국전력과 환경부가 협력하에 태양광사업이 이어지길 바라며
태양광사업으로 부당한 이익보조금을 노리는 많은 사기꾼들이 발생하지 않게 하소서.
이일을 빨리 재정립할수 있길 바라며
대통령께서 빨리 결단을 내려 태양광사업이 원래의 취지대로 바른 길을 갈수있길 바랍니다.
3년후를 생각하시길 바라며...",2019-06-19 07:09:26,"길을 잘못 들었네요,,,, 아예 없애고 원전으로 다시 돌아가는게 국가 장래를 위한 길입니다. 대통령은 국가의 영원한 주인이 아닙니다. 국민이 주인이지....",0/0
3155,원전,문재인 대통령님 당신이 싫어집니다,10,1,2019-06-17 20:45:49,naver - ***,"2007년 공소시효가 지난 김학의 법정구속 시키고
2008년 노무현 가족이 베트남원전수주 댓가로 받은 뇌물은 왜 수사도 안하나
윤석열이란 놈이
노무현 가족을 ""이제와서 그걸 수사해야 하나"" 한다
버진아일랜드 페이퍼컴퍼니로 박연차는 베트남원전수주 댓가로
노무현 전 대통령 조카사위 연철호 차명계좌로 2008년 2월 21일 노무현 퇴임 이틀 전 60억 원 송금했다고 했다
문재인 대통령님! 제 정신인가요?
윤석열이란 사람이 적폐청산의 적임자라서 검찰총장으로 임명한다구요...
노망걸렸습니까!!!
윤석열을 검찰총장으로 임명하는 문재인 대통령님!!!
가제는 개편이라고 두마리가 막상막하네요",2019-08-28 10:19:35,ㄱㅐ 쇠 ㅔ리~~ 니 ㅈ상 불지옥 가라 ㅆ쇄 ㄲ 니 후손ㄷ ㄸㄲ 쩌박혀 버려라 퇘 퇘,0/0
3156,원전,원전은 부자들이 돈벌이 수단,1,4,2019-06-04 14:51:21,naver - ***,"국민한테는 전혀 도움이 안됨
- 국민들 핵방사능으로 오염 시키고. 생산해내는 전기임",2019-06-04 17:31:10,니도 그덕에 북한처럼 전기 안끊어지고 살아가는거야 지금만 처 보지말고 앞을좀 내다봐라 우리나라 석탄광산 페업한지가 얼만데 화력발전소 돌리겠냐 그렇다고 물이 많아서 수력 발전 돌리겠냐 우리나라 여건에 맞게 사는거야 사회주의 물들일 생각말고 니들이사는걸 생각해 북한에서 이런생활 처누리고 살기나하겟냐,0/0
3157,원전,오늘로 네번째로 토론글을 적어봅니다.,3,0,2019-06-03 04:27:20,naver - ***,"오늘은 UN이나 국제 연합 한반도 평화통일과 관련된 것으로 글을 적어보려합니다.
2차대전 부터 진행되어진 중동의 내전은 지금까지고 이어지고 있습니다.
사람들이 잘알고있는 쌍둥이빌딩테러가 그로인한 여파였고요.
요근래라면 근래에 예루살렘 선언이나 이전부터
구호물자 인도적지원등 국제 평화기구에서는 지원하고 있다고 합니다.
한편으론 이라크파병이나 un군 파병으로 전쟁 종식을 국제사회에서 참여하고 있다고합니다.
정부군과 반군이나 이외에 다른국가에서도 구데타나 크고작은 과격한 시위나 천재지변이나 자연재해 사건사고가 이어지고 있고 이를 위한 대처방안들을 가국에서는 모색하고있다고 합니다.
지하벙커라던지 식량난으로인한 GMO작물이나 우주탐사라던지 에서부터 보안체제라던가
이중에서 우리 나라에서 현재 제일많이 다루어지고있는부분은 테러나 중동내전이 아닐까합니다.
북한과의 대치상황은 전시상태만 아닐뿐 형법에도 명시되있듯 꾸준히 평화통일을 지향하여 북과 한민족을 이루어야 한다는 것들도 있을뿐더러 북한의 군사체제확립과 핵보유국을 주장하려는 상황때문이 아닐까합니다.
물론 우리나라에서도 역시 한미연합훈련이나 박정희 최규하시절 이나 요근래 박근혜 탄핵설당시 사드배치 전술핵 문제로 미중무역분쟁이나 경제문제와 뒤범법되어버렸죠.
여기서 조금더 생각해보고 싶은것은 북한은 과연 군사체제를 포기할까하는 겁니다.
핵은 군사체제확립과 무력을 위한 발판이라고 봅니다.
물론 핵을 보유하고있다고 해서 반드시 군사독제체제정권이다라고하는건 아닌건 맞는거같습니다.
하지만 2차세계대전을 전후로 과거 핵을 이용한 대량살상이 이루어진 이후 국제사회에서는 핵폐기 조합도 있듯이
이미 만들어져있는 핵을 처리해야하는 부분역시 남아있는 과제라고 할수있죠 3차세계대전이 발발하지 않는 다면말이죠 ㅡ_ㅡ; 강력한 무기가 있는데 이걸 두고 치켜보고있다면 이무력을 행사할 어딘가를 향할 수도 있기때문이지 않을까합니다. 그래서 미국이나 핵보유국에서도 진보세력은 원전이나 핵과관련된 이야기들도 나오고 있는걸로 알고있습니다. 극에 극에 극 보수정권이 집권하지 않는이상은 크게다루어지지 않을 문제일 수도 있을겁니다.
그런데 북한같은 경우만 놓고 생각해보자면 남북전쟁이후 지속적으로 핵을 개발해오고있습니다.
핵이 완성되었다고 전문가들도 어느정도 인정할만하다고 하네요.
핵보유국 선언과 동시에 북한역시 성격은 많이 다르겠지만 UN군처럼 국제평화 명분으로 참여하겠다고 할겁니다.
얼마나 골치아플까요? 그리고 뭔가를 처음 만들어냈으면 그걸로 이것저것 해보고 싶지어하지 않을까여
이를 당연히 제지할거고 이미 이러한 핵실험으로 대표적으로 미국에서는 북한을 강력하게 국제사회에서 조롱하고있는걸 볼수있습니다.
국가안보적 차원에서 북한에서는 어느정도 군사독제체제이고 핵보유와 타국가와의 전운을 얼마나 일으키는지는 정도는 당연하다고 생각되어집니다.
그렇다면 한반도 평화프로세서의 목적은 사회체제 보장은 어느정돈지 모르겠지만 북한의 핵폐기와 항구적 평화통일 입니다. 이걸 북한이 받아들일까요? 받아들이지 않는다면 북한을 어떻게 해야하는걸까요?
한반도 평화프로세스는 북한의 핵포기이고 중동내전의 종식과 남북통일 희망하는 입장으로 생각되어지네여
근대 중동내전은 거진 100년이 넘는 기간동안 이루어지고있습니다.
그러면 북한을 어떻게 생각 해야만하는걸까요라는 질문은 국가적 질문이 되는거겠군요.
북한은 북한 남한은 남한 이라고 하면 안되는걸까요.
남한에서의 단순한 국토방위로 전환과 모병제 전환은 말되 안되는걸까요.
그럼 한반도 평화프로세스는 단순히 북한의 핵개발 을저지하는 것으로 해석할수밖에 없겠네요.
문재인정권의 한반도 평화프로세스의 취지는 어쩌면 당연한거라고 볼수있습니다.
윗나라에서 강력한 무기를 개발하고있으니말이죠.
근대이게 과도하게 장기화되면 사람들에 대한 인식이 어떻게 될까요.
앞으로 1세기 ????? 당장에 2년인데도 개인적으로 과연될까하니다. 1세기 동안 더 반복되고 평화프로세스를 하고있고 북한은 핵을 완성을 하고 핵보유국 선언을 주장한다거나
그렇다고 급진적통일을 위해 핵보유와 함께 고려연방제나 1정부1체제 방식으로 통일을하게된다는건데
그렇다고 전술핵을 배치해서 북과 전쟁을 한다고 하면 ㅡ_ㅡ
아니면 북한은 다시 핵을 개발하고 있고 다시 싸우려고 하고있게된다면
그럼 저희 나라는 국제사회에서 북한과 쌈싸먹히거나 쌈싸먹는 입장이 되겠군요.
그럼 매일같이 훈련을 받고 각계전투하듯이 군장병들처럼 생활하면서 북한의 군사체제를 쫒아야하만 하는 건가여 ?
앞으로 어떻게 될까요 ㅡ_ㅡ
제생각은 문정권까지 해보고 이후에는 이질국가 선언이 어떤가인데
근대 북한이 핵도발을 한다면요. 만약 북한이 러시아 푸틴이랑 술한잔하고 군사체제인만큼 축제의 미사일 폭죽을 날린게아니라면 ㅡ_ㅡ?",,,
